prompt_id,turn,n_cycles,taus
5,0,134,"3;2;1;1;5;5;1;6;2;6;4;6;1;1;1;1;1;3;2;1;2;3;1;2;1;6;2;3;6;1;1;2;4;4;6;2;2;2;1;5;2;3;1;4;4;2;5;3;3;3;2;1;3;2;2;4;1;1;2;2;1;1;2;2;3;1;3;2;1;2;1;2;4;4;4;4;3;2;3;1;1;1;2;2;5;1;1;3;2;2;1;2;2;2;3;1;3;2;1;2;3;1;1;1;1;3;1;3;1;4;4;4;1;1;2;2;2;2;2;2;3;5;1;4;4;4;1;1;3;3;3;2;3;1"
5,1,255,"2;2;6;5;10;8;1;2;1;1;8;8;9;6;5;1;1;1;2;2;8;2;4;8;2;2;1;8;1;5;3;2;1;7;4;10;1;2;3;6;5;3;9;9;3;2;6;10;8;8;4;6;4;1;1;8;6;5;9;6;9;2;3;3;2;2;2;4;1;1;3;2;3;2;2;1;1;1;4;1;2;1;4;1;2;1;3;2;3;2;6;2;3;1;1;1;3;3;5;2;1;3;2;9;3;9;1;2;5;5;5;3;4;2;2;5;2;2;1;1;2;2;4;2;8;10;9;6;1;1;1;2;3;6;8;10;10;1;1;2;2;4;6;1;2;10;3;9;10;1;2;2;3;3;8;6;10;6;1;4;4;1;2;4;8;2;1;3;2;1;2;2;1;3;7;4;10;8;4;1;3;7;10;10;9;7;1;1;1;2;5;1;2;3;1;1;4;1;2;5;1;1;3;2;1;2;1;2;3;3;4;2;3;10;6;1;1;6;9;5;10;9;2;1;6;3;8;8;10;4;1;1;1;2;5;4;1;2;6;10;5;1;7;7;9;10;8;1;1;2;5;2;4;10;10"
6,0,321,"10;4;6;1;1;2;3;3;2;1;6;2;1;1;1;2;3;2;1;2;4;2;3;3;1;3;1;3;2;3;3;2;1;2;3;4;3;2;1;3;1;5;1;2;1;1;3;3;2;1;1;2;1;1;1;3;2;2;1;1;1;2;1;2;2;2;1;1;1;1;1;3;3;1;2;4;1;7;3;1;3;3;3;3;6;3;4;1;2;1;5;2;2;5;4;4;4;3;4;4;2;1;3;3;7;1;2;8;2;2;1;1;3;2;1;4;3;3;2;2;2;2;3;3;3;4;3;1;1;2;2;5;5;1;1;1;4;2;2;3;2;3;2;2;1;3;1;1;1;2;3;2;10;3;4;3;6;1;3;1;3;3;1;3;3;1;5;1;5;1;4;1;2;1;2;1;3;2;3;2;3;2;2;2;4;2;2;3;2;3;1;4;4;1;2;2;4;3;7;1;2;7;2;2;1;5;4;2;1;1;1;2;3;3;6;5;3;2;1;3;2;1;2;1;1;1;2;1;1;1;1;1;1;2;2;3;3;1;3;1;1;1;1;2;1;3;4;3;5;2;1;3;1;1;2;2;4;3;1;1;2;5;1;2;1;1;2;4;2;3;3;2;5;1;1;1;2;1;2;1;1;6;3;2;4;2;3;3;2;3;1;2;3;2;2;9;4;3;1;2;5;1;5;5;2;2;1;1;1;2;3;3;1;1;4;1;1;1;1;1;1"
6,1,106,"7;6;2;2;8;3;3;5;6;5;9;8;2;4;7;2;2;5;3;2;8;5;2;6;5;7;8;6;1;2;6;7;8;10;7;7;7;9;6;1;7;8;6;10;8;8;4;2;9;10;6;4;7;4;2;7;3;5;5;6;8;4;6;5;2;2;8;4;5;3;6;7;2;6;5;5;7;4;4;1;4;10;8;9;5;10;1;6;8;9;6;6;2;5;7;9;3;1;3;2;10;9;3;9;5;5"
7,0,110,"1;3;4;1;3;3;1;1;1;4;1;4;1;1;3;4;1;1;2;1;1;4;5;2;2;3;1;3;2;2;1;1;1;1;2;1;3;1;1;1;1;1;1;3;2;1;1;1;1;1;1;1;2;3;2;5;3;7;2;2;4;3;1;1;1;7;3;1;3;1;3;3;2;3;3;3;2;1;3;4;1;1;3;3;2;3;1;2;2;2;1;2;1;1;6;1;4;1;4;3;2;3;5;2;1;1;3;1;2;2"
7,1,124,"1;1;2;3;1;3;1;3;3;3;3;3;3;1;3;3;3;3;3;6;10;10;6;6;9;10;10;10;9;10;10;10;9;10;10;10;9;9;9;9;9;9;10;10;10;8;10;9;10;8;10;10;9;10;9;9;10;10;10;9;10;8;10;8;10;10;10;10;10;10;9;9;9;8;10;9;9;9;9;9;9;9;10;10;10;10;10;10;9;10;10;10;10;10;10;9;10;8;10;8;9;10;8;9;9;9;9;10;10;10;9;10;8;8;10;9;9;9;10;8;10;10;9;9"
8,0,114,"3;3;1;4;3;3;1;3;1;1;2;1;2;1;1;1;6;1;3;1;1;1;2;1;3;2;2;1;7;1;2;2;2;2;1;1;1;1;4;6;2;5;2;2;1;1;2;4;3;3;5;3;1;3;1;3;2;1;2;1;3;4;5;3;1;1;2;4;5;2;4;4;1;2;3;4;2;1;1;2;2;2;3;3;1;1;1;1;2;2;1;1;4;3;3;2;1;1;3;1;1;1;2;2;5;1;1;1;2;2;4;1;2;4"
8,1,19,"4;3;2;2;2;3;1;2;2;1;1;1;3;1;1;1;1;3;1"
9,0,30,"1;6;5;4;3;6;2;7;3;1;2;1;1;4;2;2;7;1;3;6;3;1;5;2;2;5;1;3;2;3"
9,1,21,"3;2;2;1;3;7;4;7;3;4;7;9;5;4;4;2;10;7;5;6;5"
10,0,150,"1;1;1;2;2;4;3;1;1;1;2;3;2;2;1;1;2;1;3;4;2;1;1;1;2;1;4;2;1;4;3;3;2;2;1;1;1;2;1;1;3;5;1;3;3;1;1;2;6;1;1;1;3;4;2;3;3;1;1;1;1;3;2;2;3;3;2;8;3;2;1;3;5;2;1;1;1;1;1;2;3;1;1;1;2;2;1;2;3;2;1;3;3;1;2;5;1;1;2;1;4;5;2;1;3;2;4;1;3;2;1;1;1;4;2;2;2;1;1;3;3;3;3;2;3;3;4;3;2;4;5;1;3;3;1;2;1;1;1;2;4;7;5;2;3;1;1;1;1;4"
10,1,248,"2;4;3;1;2;3;5;1;1;1;1;3;2;2;2;1;1;1;3;3;3;2;1;1;4;2;2;1;2;5;2;1;1;3;2;1;3;2;1;2;2;1;1;1;1;3;2;1;2;2;3;1;2;2;4;4;1;4;3;1;1;1;3;1;3;1;2;1;1;3;1;3;3;2;2;3;1;2;4;2;4;4;2;2;2;2;3;2;3;2;1;1;1;1;1;3;3;4;5;3;2;1;4;4;3;4;1;4;1;4;2;1;2;1;1;2;2;2;2;2;2;2;4;2;2;4;3;2;1;3;1;7;1;1;8;7;2;7;4;2;2;6;1;3;2;3;1;8;4;7;4;4;6;3;1;8;8;1;1;3;4;3;1;5;7;10;7;3;7;10;6;10;9;3;4;8;9;2;5;9;1;10;8;8;10;9;9;8;10;9;4;4;8;6;7;9;1;6;10;8;8;10;7;10;9;8;10;2;4;10;10;6;6;1;1;5;9;5;7;10;10;10;9;10;10;4;10;6;8;9;1;6;10;10;10;7;6;10;9;8;10;9;10;10;10;1;6;10"
11,0,76,"1;3;1;1;1;1;5;1;1;1;2;1;1;4;1;2;2;1;1;2;1;1;6;2;1;2;1;2;2;1;2;2;1;2;1;1;2;2;1;4;1;1;1;1;1;1;1;3;2;3;1;1;1;8;2;3;2;1;2;3;4;2;3;1;1;1;1;2;2;3;1;1;1;1;1;1"
11,1,40,"1;4;2;1;3;1;3;3;2;1;2;1;2;3;3;1;2;3;1;1;3;2;2;2;1;2;1;1;2;1;2;1;2;3;2;2;2;1;2;1"
12,0,380,"7;3;4;1;2;2;2;1;2;2;1;2;1;6;1;4;2;2;2;4;2;2;1;2;1;2;1;1;2;2;1;4;1;1;1;2;3;1;1;2;2;1;1;1;2;3;2;1;4;2;1;1;3;1;2;2;3;1;1;3;2;4;2;2;2;4;1;1;3;2;3;3;1;1;2;2;1;2;2;1;2;2;2;1;1;1;6;5;1;1;2;3;2;1;4;1;2;2;1;2;2;1;1;3;6;3;3;2;1;2;2;1;1;3;3;2;2;1;1;1;1;3;2;3;2;2;2;1;4;1;2;7;1;1;4;1;2;4;3;1;1;1;5;1;1;2;2;2;2;1;3;2;2;2;1;3;1;2;3;1;1;1;1;2;2;4;4;2;1;3;2;1;4;1;1;2;3;1;2;1;1;2;1;2;4;1;2;3;2;2;1;1;3;5;1;1;3;2;3;1;4;3;2;2;1;2;5;3;4;3;1;6;1;1;1;2;1;1;3;2;4;2;3;4;1;1;3;1;2;6;1;2;2;5;3;1;4;2;2;1;7;2;3;3;2;1;1;4;1;3;1;4;1;1;2;2;1;1;2;1;1;2;3;1;4;2;3;2;2;2;5;1;2;4;2;1;2;3;4;1;2;3;1;1;1;1;4;2;1;1;2;6;1;3;2;3;4;1;2;4;1;6;1;1;1;2;3;1;1;3;1;1;1;2;2;4;5;1;3;1;1;2;2;1;3;2;2;6;2;2;1;1;2;1;1;2;1;1;2;3;3;3;1;2;4;2;3;2;7;3;4;3;5;1;1;1;5;3;3;8;4;1;2;1;2;2;3;3;1;2;3;1;4;1;3;5;1;1;1;4"
12,1,198,"5;2;2;3;2;1;3;3;2;7;1;4;2;1;1;3;2;2;2;1;2;2;4;2;3;4;1;1;1;3;3;2;3;3;3;1;3;9;9;1;10;8;2;6;7;3;1;4;4;1;3;4;4;2;1;4;1;4;2;1;2;4;1;1;1;2;2;3;1;1;2;7;3;1;2;2;2;2;3;6;5;6;2;5;5;2;4;3;2;4;3;1;7;3;1;4;2;6;2;1;3;2;3;1;1;1;2;8;4;2;5;1;4;3;4;2;1;3;3;1;7;2;1;1;1;1;3;1;3;2;7;2;3;3;5;4;1;2;2;3;2;4;3;8;1;2;1;3;4;4;1;1;2;2;1;1;4;2;2;4;1;2;2;2;3;1;2;3;1;1;1;2;1;3;4;1;1;2;3;4;6;4;9;5;3;3;7;10;6;3;4;3;3;3;2;3;4;1"
13,0,52,"2;5;1;2;5;2;3;4;2;4;6;3;1;2;3;4;4;1;2;3;3;6;4;5;2;2;2;3;2;2;3;3;2;1;2;2;3;2;2;3;2;5;4;2;1;1;2;2;3;3;2;1"
13,1,51,"1;1;1;1;3;3;1;2;2;2;3;3;2;4;6;2;3;5;1;6;2;1;2;2;3;1;1;1;1;1;2;1;1;1;2;4;3;2;2;2;3;3;2;1;1;1;1;4;4;3;2"
14,0,68,"2;3;3;1;1;1;1;1;1;1;1;1;2;2;1;3;1;2;1;3;5;2;3;5;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;4;2;1;3;2;2;1;2;1;6;3;1;3;4;3;1;2;1;3;1;5;2;2;5;1;1;2;1"
14,1,40,"3;2;4;6;2;1;1;1;3;2;3;2;3;1;3;2;5;1;2;1;1;1;1;1;1;4;2;3;3;3;4;4;10;2;1;4;6;2;7;5"
15,0,228,"10;2;4;5;4;2;9;5;2;2;3;1;5;4;2;1;1;3;2;5;3;3;1;5;3;6;1;2;1;5;3;1;3;1;7;3;5;9;1;2;2;3;5;4;2;6;7;4;2;7;2;1;1;2;2;1;1;2;3;4;3;5;1;1;2;3;3;4;1;2;2;4;2;1;2;4;3;1;4;2;3;6;6;3;1;3;5;2;3;3;2;3;4;5;4;6;4;5;6;7;9;6;9;2;4;1;4;1;2;7;1;2;8;2;4;2;1;7;2;3;7;4;4;1;6;6;8;8;2;1;1;1;4;6;1;2;4;5;4;10;3;6;3;8;6;8;9;8;7;10;7;4;2;1;4;3;1;9;2;1;4;1;1;1;2;1;1;1;2;5;1;2;1;1;1;2;3;1;1;3;3;2;3;4;3;2;4;4;5;2;2;1;1;6;2;4;1;4;5;3;5;4;7;1;1;6;5;2;1;2;5;2;2;6;6;2;8;2;7;4;2;4;2;3;8;2;1;8"
15,1,137,"3;1;2;3;5;2;2;4;4;3;7;3;2;4;2;2;5;2;4;1;4;2;2;1;2;6;4;6;3;1;2;1;3;2;1;1;4;2;2;1;3;2;2;1;8;5;3;1;1;1;6;3;1;3;4;4;4;1;5;4;4;1;7;3;3;4;9;5;1;4;1;9;3;3;3;8;7;1;1;1;1;1;2;3;5;4;3;6;3;4;2;10;1;3;4;5;7;4;4;3;4;6;5;7;3;1;2;8;5;2;1;2;1;3;1;1;4;9;4;5;1;3;9;1;4;5;10;3;8;1;1;6;2;3;5;3;2"
16,0,221,"2;3;2;1;1;2;4;2;3;5;8;2;3;1;4;1;2;2;4;1;3;1;2;5;2;1;4;3;2;3;3;3;1;1;2;1;3;2;1;1;2;3;2;2;3;1;2;1;5;2;3;5;2;2;2;4;1;5;3;3;1;2;1;5;3;2;3;7;6;5;3;1;5;2;1;2;2;3;3;4;1;1;3;2;2;4;1;4;1;2;4;5;1;3;5;1;5;4;2;6;3;2;3;4;3;6;6;6;5;2;3;3;2;6;3;1;2;3;8;1;5;2;1;1;2;1;1;1;3;1;2;1;1;4;3;10;2;8;4;1;6;4;4;3;8;8;1;5;3;7;3;4;1;2;2;4;2;2;2;3;1;2;8;2;1;1;4;3;3;2;2;1;4;5;3;1;1;1;3;2;3;3;2;8;1;1;4;1;3;6;2;1;1;3;3;5;4;4;4;2;3;2;5;5;2;3;2;4;6;3;3;6;2;1;2;1;4;2;1;3;1"
16,1,189,"3;5;3;2;1;2;2;2;1;1;1;2;3;2;2;2;1;2;8;3;1;3;1;1;1;1;1;2;1;1;1;1;2;3;1;3;3;2;2;4;1;1;1;1;1;2;2;3;2;2;3;5;2;1;3;8;10;6;2;6;4;2;5;2;1;3;1;2;7;7;8;7;1;3;3;8;3;3;6;2;1;7;4;1;1;4;3;4;1;1;1;1;2;5;5;6;2;2;4;5;2;2;1;2;3;4;7;3;7;6;2;8;2;1;4;7;2;2;5;9;1;5;4;4;6;1;2;1;1;1;5;7;2;2;9;3;4;4;1;10;5;2;6;1;1;1;10;2;3;1;1;1;6;9;2;4;2;1;2;1;5;10;6;2;6;9;8;3;2;4;5;3;1;2;3;7;5;7;3;2;2;2;4;6;10;6;10;6;10"
17,0,71,"4;1;1;1;2;1;1;2;1;4;2;1;1;1;1;2;1;2;1;1;4;1;1;3;1;3;1;2;2;3;1;1;1;1;3;1;2;1;2;2;3;1;1;1;3;1;1;1;1;1;1;1;2;2;4;3;2;1;1;1;2;2;3;1;2;3;2;1;3;2;1"
17,1,59,"4;1;2;1;1;2;4;1;2;1;4;2;4;2;1;1;2;1;2;3;1;2;2;3;2;1;2;1;2;1;3;1;2;4;2;2;1;2;2;3;3;1;2;4;3;1;3;4;4;1;1;5;4;2;3;1;1;2;1"
18,0,204,"1;1;1;2;1;1;1;5;5;1;3;2;1;1;2;2;1;1;1;2;1;2;1;1;2;2;3;1;1;1;1;1;1;2;1;1;2;2;2;4;1;2;1;1;7;2;1;1;2;2;1;2;3;2;2;1;1;1;1;1;2;1;4;2;1;3;2;1;1;4;6;3;2;2;2;1;1;1;2;3;4;3;10;2;4;3;3;5;3;1;4;2;2;5;3;2;3;2;9;1;5;2;8;2;8;2;1;5;4;3;5;2;4;7;9;1;2;7;5;6;5;5;5;5;6;10;4;2;7;10;10;9;5;10;9;5;10;10;10;6;8;9;7;10;7;8;10;10;10;10;6;10;8;10;6;10;10;10;10;10;10;10;10;9;8;7;10;9;10;10;10;5;9;10;10;10;10;9;9;6;8;8;9;10;10;10;10;10;10;10;9;9;9;9;9;9;10;9;7;10;7;10;10;10"
18,1,155,"1;2;2;3;2;1;1;2;3;1;4;1;2;3;7;6;2;2;1;3;2;2;1;1;2;1;1;1;3;5;4;7;2;2;3;1;3;7;4;4;3;4;4;3;1;2;8;8;7;3;1;10;1;10;10;3;10;4;3;7;6;5;2;8;3;10;9;8;8;10;10;10;10;9;10;4;9;2;10;10;9;10;8;9;10;9;10;10;8;8;10;9;10;10;7;10;10;10;9;10;5;8;1;8;9;10;8;8;6;10;9;8;10;5;9;10;10;6;10;10;10;7;10;8;10;10;6;10;10;9;10;9;10;9;10;8;10;10;4;10;7;10;8;8;10;10;10;10;10;10;10;10;9;10;10"
19,0,215,"2;2;1;3;3;2;2;1;2;7;1;1;3;2;3;2;2;1;1;2;2;3;1;3;1;4;1;1;3;2;4;2;1;2;3;4;1;1;2;1;2;2;1;3;2;2;1;1;2;3;1;1;1;3;3;2;2;2;5;1;1;2;1;1;2;2;4;2;2;1;2;1;4;1;1;3;1;1;2;4;2;3;4;1;1;3;2;2;1;8;3;3;3;2;1;2;1;2;2;2;5;1;1;2;3;1;2;2;2;2;4;4;1;1;6;2;4;2;1;3;2;4;4;2;1;1;1;1;2;2;1;1;9;3;3;2;1;7;1;1;1;4;4;1;1;1;2;1;2;2;3;1;1;2;1;2;3;3;1;3;4;1;2;4;2;2;5;1;3;2;1;1;3;4;1;2;1;2;1;1;1;1;2;2;2;4;2;2;1;3;4;2;3;5;5;1;3;1;1;1;3;4;2;3;2;7;3;3;3;3;4;3;5;4;1"
19,1,221,"7;6;2;6;3;3;1;3;2;2;1;1;2;3;4;1;1;1;2;2;2;2;4;3;1;1;1;2;3;4;1;4;4;4;1;4;2;3;1;2;2;4;3;2;1;5;1;1;1;1;2;1;2;4;3;1;6;1;1;2;3;1;2;1;1;3;2;1;2;3;1;6;4;2;1;1;1;2;3;2;6;2;2;5;4;4;5;3;1;3;4;3;4;3;6;1;6;3;1;1;3;1;3;4;4;5;2;1;4;1;2;2;1;1;1;5;1;2;3;2;2;7;3;2;1;3;6;1;3;4;2;3;4;1;2;4;7;1;3;2;4;4;2;1;4;7;3;5;3;6;3;8;2;4;1;5;2;4;5;6;2;2;4;4;7;7;5;6;3;4;1;3;5;2;2;1;1;5;5;2;2;1;4;4;3;3;7;5;4;1;2;1;6;4;3;3;3;2;1;6;3;3;4;4;1;2;6;3;1;10;2;4;1;2;3;6;2;1;2;1;1"
20,0,7,"2;2;2;4;3;3;1"
20,1,4,"3;5;6;3"
21,0,15,"1;3;3;1;3;3;4;3;5;3;1;1;2;1;1"
21,1,53,"1;2;3;3;1;7;4;2;2;1;3;5;1;3;1;3;2;4;4;3;3;3;1;4;4;2;3;3;3;3;3;5;2;1;1;2;3;4;3;2;3;3;3;1;6;1;1;3;1;1;1;4;1"
22,0,158,"2;4;2;3;4;5;4;2;1;3;1;7;2;2;4;2;2;2;3;4;1;2;1;2;2;4;4;1;1;1;2;3;2;6;2;3;2;2;1;9;2;1;4;2;1;6;1;4;2;5;2;2;4;5;1;3;1;4;6;1;1;5;1;10;1;2;3;4;9;1;2;1;2;1;5;2;8;1;3;4;1;9;4;1;2;4;2;7;2;2;1;5;2;2;1;3;5;10;1;2;1;2;5;1;1;1;5;3;2;4;3;10;2;1;1;1;3;5;2;2;5;8;3;10;2;4;3;3;5;1;2;8;4;7;3;1;7;2;5;5;5;3;3;8;4;3;6;5;10;1;1;1;3;1;1;1;2;2"
22,1,93,"2;4;1;5;1;3;3;3;4;1;3;2;1;7;2;2;1;2;1;1;1;1;2;2;2;5;1;2;3;1;1;2;1;2;2;1;2;5;4;8;2;2;3;8;2;1;9;2;3;1;3;2;2;1;4;2;1;2;2;1;3;2;1;3;2;1;2;1;2;1;1;2;6;3;1;1;3;1;4;2;1;1;1;5;10;2;5;4;2;2;1;1;3"
23,0,3,"1;4;1"
23,1,5,"2;8;4;3;1"
24,0,3,"1;6;1"
24,1,8,"1;4;5;1;2;2;4;3"
25,0,5,"3;1;5;4;2"
25,1,18,"9;3;2;1;2;3;4;2;1;1;3;4;4;1;3;5;2;1"
26,0,4,"2;1;3;1"
26,1,4,"3;2;2;2"
27,0,20,"6;5;2;1;2;3;3;2;3;5;2;2;3;1;1;1;2;1;1;2"
27,1,5,"2;1;6;1;2"
28,0,52,"1;4;2;2;4;6;2;2;3;1;3;2;5;2;2;1;1;2;1;3;1;2;7;2;2;4;2;3;3;5;2;7;5;1;7;3;2;5;3;5;3;3;3;1;1;2;7;1;4;1;2;1"
28,1,37,"4;5;8;3;1;3;4;2;1;6;1;3;3;6;5;8;3;4;1;5;1;1;4;7;3;3;2;1;1;1;2;4;2;3;4;1;1"
29,0,31,"1;1;2;3;3;4;4;5;3;2;5;1;1;2;5;3;1;1;2;2;2;2;2;1;1;2;1;1;2;1;1"
29,1,142,"2;3;3;5;2;4;3;1;9;1;2;3;2;1;2;1;4;2;1;1;1;1;6;1;3;3;2;1;2;3;3;2;4;1;1;2;1;2;4;1;4;4;4;2;2;2;5;3;2;3;1;2;3;2;5;2;3;1;3;1;4;2;3;3;1;1;1;1;1;1;3;2;2;1;3;3;1;1;5;4;3;2;2;1;2;1;1;4;2;1;4;2;4;1;1;4;2;1;1;2;1;7;2;2;3;2;5;4;2;3;2;1;2;3;3;1;1;1;4;6;3;4;2;1;2;4;4;1;1;3;1;1;6;6;4;2;5;2;1;3;3;1"
30,0,42,"10;3;3;1;1;3;1;1;2;7;1;1;4;5;7;1;2;1;2;6;1;1;1;1;1;2;1;6;3;3;5;2;3;2;3;6;6;1;1;3;6;2"
30,1,37,"7;9;3;2;2;2;5;5;1;8;3;4;1;1;4;2;2;2;5;2;4;3;1;3;3;2;7;4;4;1;1;3;3;1;3;2;1"
31,0,25,"5;4;2;6;3;5;6;3;3;8;8;2;1;5;2;1;5;4;2;5;3;9;1;2;1"
31,1,21,"3;1;4;2;1;3;1;9;1;3;6;1;1;7;1;3;3;6;4;3;1"
32,0,43,"4;2;5;6;3;2;3;1;1;3;6;1;1;2;3;4;6;4;2;2;1;3;9;6;6;2;3;2;7;7;5;3;1;8;6;2;8;4;4;1;5;1;1"
32,1,17,"6;3;5;2;5;3;2;5;6;4;1;8;3;5;5;1;1"
33,0,145,"4;5;2;9;2;1;1;2;2;2;2;1;1;4;3;2;1;1;2;2;3;3;5;3;6;1;6;1;9;3;3;2;1;3;4;7;7;6;6;4;4;4;2;10;10;6;6;6;4;4;10;4;6;6;10;2;6;1;6;9;6;6;6;9;10;6;9;6;6;6;6;6;6;4;5;10;3;6;6;6;6;6;6;6;9;4;8;7;6;6;6;6;6;6;6;4;9;5;4;6;6;6;5;7;5;7;6;6;3;10;3;1;6;1;4;2;6;6;6;6;6;6;6;4;2;8;6;3;2;4;2;2;1;3;1;4;3;1;3;3;6;2;3;1;1"
33,1,144,"9;8;7;2;1;2;1;6;4;2;3;7;4;2;4;8;8;2;2;10;2;6;6;6;6;2;4;2;3;1;7;1;5;5;4;7;10;9;4;2;4;8;4;2;4;2;4;6;2;6;6;4;2;4;2;6;6;10;2;5;5;2;4;2;10;6;2;4;6;8;6;6;5;5;2;6;6;4;8;10;2;10;2;6;8;2;4;8;2;10;2;6;6;6;10;10;4;6;4;7;7;6;6;8;4;4;8;6;4;2;6;6;6;6;4;2;7;4;7;2;6;3;5;3;6;2;1;2;3;4;6;7;2;2;3;3;1;10;3;7;5;2;1;2"
34,0,50,"3;5;1;4;2;2;3;1;3;1;3;1;5;2;4;1;2;1;5;1;5;6;4;2;3;1;3;2;3;3;1;3;1;2;3;2;3;5;5;2;2;1;2;3;2;6;2;2;3;1"
34,1,6,"2;6;3;4;1;1"
