prompt_id,turn,n_cycles,taus
5,0,79,"2;3;9;3;4;1;4;7;4;5;3;1;1;2;2;9;2;3;1;1;6;3;1;6;3;4;1;3;1;9;2;3;6;4;2;2;2;3;2;9;4;2;2;2;2;2;3;4;5;1;4;3;1;2;4;4;1;1;2;2;1;4;3;2;4;3;4;3;5;2;1;5;4;4;5;2;1;2;1"
5,1,97,"2;2;1;2;2;4;10;10;10;10;6;1;1;1;1;1;6;2;3;2;2;3;2;2;7;5;4;5;1;2;2;7;10;10;3;1;2;1;4;6;8;10;2;4;4;10;9;8;2;2;1;2;4;2;3;2;1;4;3;3;2;5;3;2;3;1;2;3;1;2;3;3;2;1;4;4;3;2;1;2;1;4;1;1;2;7;1;10;3;1;1;1;6;4;2;3;1"
6,0,259,"10;7;4;3;4;5;4;3;4;3;2;3;1;2;1;1;2;1;3;1;2;5;2;1;2;2;2;1;1;4;1;3;3;3;1;5;2;3;4;2;3;5;2;2;5;1;5;1;4;2;9;3;2;5;1;5;1;4;4;1;2;3;2;7;4;2;3;3;3;3;1;2;1;4;2;3;2;2;3;1;4;1;7;3;2;2;2;2;2;3;3;3;1;4;2;3;2;2;3;2;2;1;3;2;4;3;4;1;2;3;2;3;1;1;6;3;4;5;5;3;3;4;3;2;5;2;5;4;10;4;1;1;2;3;2;1;8;1;5;3;1;4;1;5;1;2;2;4;1;2;1;1;2;1;1;3;1;1;2;2;3;7;4;4;5;4;5;2;1;4;7;6;4;3;4;2;3;7;10;2;9;1;2;6;8;2;1;2;1;2;1;4;1;2;2;7;3;2;6;10;6;6;1;1;1;1;1;1;2;2;1;2;5;2;7;7;6;1;1;1;1;1;2;1;2;3;3;3;3;3;2;1;1;2;2;1;6;4;5;3;1;1;4;3;10;3;1;6;4;1;3;3;1;3;1;1;7;5;1"
6,1,96,"3;3;1;1;1;2;2;3;3;2;1;2;2;2;1;3;3;2;2;1;1;1;2;1;2;1;5;2;2;2;2;1;3;2;1;1;4;2;2;4;1;4;3;5;7;1;3;2;1;3;2;2;4;1;3;3;1;5;1;2;3;4;2;1;3;6;3;2;1;5;6;1;3;5;3;2;1;2;1;5;8;4;1;1;2;4;1;1;1;3;2;2;1;1;2;1"
7,0,75,"4;8;1;3;3;4;3;3;2;2;2;2;1;3;4;1;9;4;3;6;1;2;3;4;2;4;1;5;2;2;1;4;2;3;2;2;1;1;2;4;2;3;1;5;1;2;1;1;1;2;1;2;3;1;5;1;3;2;1;4;1;1;5;7;2;1;3;2;6;1;5;5;1;3;4"
7,1,16,"1;1;2;3;3;3;1;2;3;3;2;3;7;4;3;1"
8,0,121,"4;5;3;6;2;2;6;5;1;2;1;1;2;1;2;1;3;2;3;1;3;1;2;2;4;3;2;1;2;2;2;1;2;5;4;4;2;1;3;2;1;1;4;4;1;1;1;3;1;1;1;1;2;2;1;4;2;4;5;4;4;2;9;3;4;1;1;1;1;1;3;1;1;2;1;3;2;1;5;3;4;4;5;1;2;4;5;4;2;2;4;1;1;1;6;2;1;3;2;2;5;4;6;1;3;1;5;6;3;3;2;2;4;1;1;2;1;2;2;4;2"
8,1,20,"4;8;3;3;3;1;1;1;2;3;1;5;2;6;2;6;2;1;2;6"
9,0,80,"9;2;6;2;9;10;2;2;7;7;1;3;7;2;1;4;4;3;2;2;5;4;4;2;2;4;2;2;4;2;3;2;3;5;5;3;7;4;1;3;1;1;3;5;1;3;1;3;2;8;7;6;2;2;2;4;4;5;5;1;4;9;5;2;4;5;1;4;7;4;3;2;2;4;5;4;2;4;1;1"
9,1,58,"3;2;3;7;5;10;10;7;10;9;6;10;8;2;8;5;1;2;1;1;2;2;1;1;3;2;3;3;2;2;1;8;9;10;10;8;4;1;3;4;10;6;2;2;5;4;2;2;2;6;5;3;1;1;2;3;5;1"
10,0,177,"2;2;3;1;1;2;2;5;1;1;3;2;1;1;3;2;1;1;2;2;3;2;1;3;3;2;1;3;1;2;4;4;3;2;3;4;1;1;6;2;3;6;2;1;1;1;1;3;1;3;5;4;1;2;3;2;1;2;2;2;1;5;4;1;3;3;1;3;2;3;3;2;2;6;2;2;1;5;2;1;6;5;1;3;1;2;1;1;1;4;3;2;1;6;1;3;1;2;4;5;1;6;2;2;5;2;3;5;1;5;4;4;6;2;2;3;4;2;5;2;3;3;2;2;2;6;3;3;2;4;2;3;1;1;1;2;4;2;1;6;3;2;1;5;1;5;2;5;7;1;6;6;4;2;2;3;1;2;2;5;1;3;2;5;7;4;2;1;2;3;1;3;6;1;3;1;4"
10,1,189,"2;3;4;1;4;3;4;1;4;1;2;4;1;3;3;1;3;3;6;2;1;2;2;2;1;3;4;2;2;5;2;4;2;1;5;2;1;1;1;2;3;4;3;3;1;5;4;3;2;3;2;6;3;1;3;2;3;2;2;4;4;2;4;3;2;1;4;4;2;2;2;1;4;2;1;2;1;2;3;3;1;1;2;2;1;3;1;2;1;1;4;4;1;1;3;3;2;5;2;2;4;1;3;1;3;4;3;4;2;1;3;1;4;3;1;7;2;2;4;2;3;1;2;2;3;4;2;9;9;2;4;7;6;5;6;1;7;1;1;2;5;3;3;2;5;2;5;4;2;3;10;1;3;1;2;4;3;2;1;2;4;1;3;2;3;1;4;1;2;1;2;2;2;3;2;1;1;4;3;3;2;2;1;1;1;1;3;5;1"
11,0,77,"3;1;2;1;4;3;1;1;1;2;3;3;3;4;1;1;3;1;5;4;2;2;3;3;4;3;2;3;1;2;2;5;1;1;3;1;5;7;1;2;3;4;1;2;2;3;2;4;2;2;2;2;1;6;4;5;1;1;3;3;6;3;5;1;1;2;1;2;3;2;2;4;2;1;1;1;1"
11,1,72,"4;1;3;4;3;1;1;1;1;1;3;3;2;1;1;2;2;1;1;2;3;2;2;3;2;3;1;1;2;3;2;1;2;1;1;1;1;2;4;2;4;1;1;1;3;2;3;2;4;2;5;2;1;4;3;1;1;4;2;2;3;1;1;1;3;3;2;2;5;1;1;1"
12,0,81,"7;1;1;4;4;1;8;1;1;3;1;4;2;3;1;2;2;1;3;7;3;2;8;2;6;6;3;4;8;5;2;1;1;4;1;2;2;4;4;2;3;2;10;2;1;2;2;4;3;4;1;2;2;6;4;1;2;4;2;3;3;3;5;3;2;6;6;2;2;4;3;4;2;5;3;6;3;3;3;2;1"
12,1,181,"3;3;5;2;1;3;1;1;1;4;1;2;1;1;2;3;5;1;5;2;1;3;1;1;3;2;1;4;1;1;4;4;7;1;3;4;2;1;2;7;3;4;5;3;3;5;2;3;5;3;2;4;2;3;4;2;5;5;1;4;3;2;1;3;2;5;1;4;5;1;2;4;2;2;4;4;9;6;1;6;7;4;4;7;8;2;5;1;5;4;2;4;5;5;5;4;4;8;4;3;3;1;7;4;9;4;1;4;2;4;9;5;2;4;1;1;3;4;2;2;2;2;4;7;1;1;3;2;2;1;2;6;4;3;1;7;4;3;4;5;3;2;9;3;5;2;5;3;4;6;6;3;5;1;4;1;2;2;3;3;3;6;1;3;2;3;5;4;5;8;3;7;3;4;3;4;2;4;2;8;2"
13,0,110,"1;1;2;1;4;3;1;1;2;7;3;5;1;2;4;2;2;4;4;4;3;3;2;3;2;6;3;4;4;2;9;1;2;7;2;3;1;1;5;2;5;3;4;5;2;1;8;3;2;7;4;5;5;6;3;4;3;3;1;4;2;5;9;4;3;5;5;3;5;3;1;4;3;2;5;10;3;3;4;10;2;4;2;9;3;5;3;3;4;2;5;1;1;4;3;2;7;3;4;2;6;10;5;4;1;4;4;9;3;1"
13,1,12,"3;1;6;1;2;5;4;1;2;8;6;1"
14,0,63,"1;5;3;1;2;4;4;5;7;1;2;2;1;3;2;1;3;3;1;3;2;3;2;2;2;1;3;1;3;1;1;1;3;2;3;4;1;2;1;4;4;1;2;1;5;4;1;1;2;1;3;2;3;7;2;3;1;2;5;4;2;1;1"
14,1,35,"6;7;10;4;5;5;2;2;1;6;1;1;4;2;2;7;1;2;4;3;2;6;4;2;4;3;8;1;1;7;2;1;3;1;1"
15,0,206,"4;2;4;1;1;10;2;1;2;1;1;4;2;4;2;1;3;5;3;2;2;6;1;1;5;1;4;3;2;6;3;4;4;3;1;3;4;1;3;5;5;1;1;5;4;1;2;3;3;5;3;3;4;2;6;6;6;3;3;3;1;4;1;5;5;3;1;1;2;2;1;2;1;3;1;5;4;4;1;4;1;1;3;2;3;2;1;2;3;5;2;4;1;1;2;2;2;1;4;2;8;1;5;1;1;2;2;6;3;4;2;4;3;1;1;1;3;2;6;1;4;6;5;4;9;3;1;4;3;2;5;2;2;4;3;2;5;1;3;2;3;1;2;1;5;1;4;3;3;2;2;1;1;5;5;2;1;4;1;6;6;2;4;3;7;5;1;3;3;4;2;3;2;2;2;1;2;2;2;6;3;3;2;1;2;6;4;4;3;2;2;6;3;5;2;4;2;6;4;5;6;2;1;5;1;1"
15,1,206,"1;3;2;2;3;4;2;2;1;5;3;2;3;5;3;1;2;2;3;1;2;6;1;5;4;4;4;1;8;1;2;2;1;3;2;1;6;2;4;4;7;3;2;2;1;2;4;3;1;1;2;3;2;4;4;1;7;5;2;1;1;1;2;1;5;3;7;8;1;4;6;6;6;5;1;2;1;4;1;6;3;3;3;2;3;4;1;1;2;1;1;4;6;3;5;3;3;2;5;5;1;5;3;3;2;1;3;1;1;4;2;3;1;3;3;3;4;2;1;3;5;2;3;7;4;1;3;3;3;6;5;5;2;4;2;3;1;2;2;5;3;1;3;6;3;3;3;1;6;2;4;1;3;4;7;7;3;2;5;2;2;5;2;1;3;2;1;4;3;2;2;4;1;1;2;5;1;4;1;2;1;5;1;2;1;2;2;4;3;3;5;4;2;1;1;3;2;1;1;3;5;2;2;2;2;1"
16,0,199,"3;3;2;1;4;6;1;2;1;3;8;9;2;4;1;3;5;2;5;6;4;1;4;2;5;5;4;6;3;5;1;2;5;1;5;3;1;1;2;2;3;1;5;5;5;10;4;3;5;5;2;4;8;4;2;10;3;1;2;6;4;1;4;7;6;3;4;3;3;3;6;5;1;4;7;5;6;4;5;4;7;2;1;1;5;2;1;2;4;1;10;5;4;2;3;4;2;2;1;1;3;2;4;4;1;3;4;2;3;2;2;6;5;5;1;3;2;4;3;2;1;10;9;1;1;6;6;3;2;2;4;5;4;1;7;1;4;2;6;7;2;9;1;1;5;3;8;4;1;2;1;4;4;3;4;3;3;6;2;5;1;2;3;2;2;4;1;8;2;9;7;2;5;5;3;5;1;3;3;1;3;1;3;1;2;4;3;4;3;3;1;2;3;2;4;10;5;1;2"
16,1,211,"8;4;2;2;5;3;6;4;4;3;8;9;6;2;1;3;4;2;1;1;1;1;1;2;5;2;1;2;5;4;1;3;2;5;1;2;5;1;2;1;1;1;1;2;2;2;3;3;3;3;5;6;1;1;1;4;1;1;2;4;6;5;3;3;3;5;2;5;3;3;1;2;3;2;2;2;2;7;3;5;9;8;9;3;9;9;4;3;4;3;5;4;2;1;1;1;6;3;1;1;2;1;4;5;4;9;2;4;1;3;5;3;7;2;2;7;3;8;1;2;1;6;4;9;1;2;2;5;7;1;1;3;1;4;3;6;6;10;7;5;6;2;1;4;2;5;5;10;5;3;3;3;3;4;5;7;2;4;3;6;2;2;8;6;9;4;2;2;3;6;2;1;5;10;8;1;7;10;5;1;10;9;10;7;10;1;3;6;10;2;1;1;2;2;4;4;2;5;1;2;1;1;4;2;8;2;8;7;6;10;9"
17,0,77,"5;2;1;1;2;2;1;4;2;3;1;2;2;1;2;2;6;1;1;1;2;1;1;1;4;1;2;1;3;1;2;2;2;3;1;1;2;2;2;1;2;2;1;1;3;3;3;1;1;1;1;6;3;3;4;2;3;3;1;1;1;3;2;1;1;2;2;3;2;2;4;2;1;2;1;3;3"
17,1,148,"4;2;1;3;2;2;1;3;1;1;1;3;5;1;3;1;2;2;1;2;4;1;5;2;1;2;1;3;2;2;2;1;2;2;1;1;1;1;2;1;3;1;3;4;3;1;2;3;3;2;1;1;5;2;3;4;7;1;1;3;1;1;1;1;2;2;2;2;3;3;1;1;3;2;4;4;4;3;2;2;1;1;1;4;2;5;1;1;1;1;5;2;2;5;1;2;1;3;3;3;2;1;3;1;4;1;2;1;2;2;3;2;2;1;1;2;4;2;2;1;2;1;3;1;1;2;3;1;3;3;3;5;3;2;6;2;1;1;1;4;1;1;2;2;3;1;5;2"
18,0,66,"4;2;2;1;1;2;2;1;5;1;3;1;4;3;1;3;1;2;5;1;1;1;2;3;1;1;2;7;2;1;2;1;2;5;1;4;2;3;1;1;1;2;2;3;2;4;1;1;2;2;3;2;1;4;5;2;1;1;1;1;1;8;3;2;1;1"
18,1,52,"1;1;1;5;1;1;3;2;2;4;4;1;1;3;1;1;3;2;1;1;1;4;1;1;2;2;1;1;3;1;2;1;1;1;1;1;1;1;1;1;2;2;4;2;1;6;5;1;2;1;2;1"
19,0,254,"1;1;1;1;3;2;3;4;1;3;4;3;1;3;4;2;2;1;2;1;3;4;3;2;3;2;3;2;1;8;4;1;1;4;1;4;4;3;2;3;1;4;2;1;1;2;1;1;2;2;1;3;2;1;1;1;5;3;2;3;2;2;3;2;3;4;1;2;4;2;2;6;2;1;3;5;5;1;4;3;2;1;2;2;2;2;4;1;4;1;1;2;2;3;1;1;2;1;1;3;1;1;10;7;2;2;4;2;2;1;1;1;2;4;1;2;3;2;2;1;3;5;3;3;2;4;4;2;1;5;1;4;2;3;3;4;2;2;8;3;3;3;2;1;3;1;2;1;1;2;3;2;2;3;4;4;2;1;3;3;4;6;3;1;7;1;3;1;3;1;1;4;2;6;4;2;2;1;1;10;2;8;1;4;3;1;4;4;3;1;1;5;1;4;5;1;2;2;4;2;2;1;2;2;3;2;1;3;2;2;6;2;1;1;3;3;5;1;3;3;1;2;7;1;5;8;5;3;2;3;3;5;2;7;2;1;2;1;1;3;3;1;4;1;1;1;7;8;4;2;1;2;1;1"
19,1,209,"2;3;5;2;4;1;2;3;2;2;1;1;2;2;1;5;1;4;2;2;2;1;2;5;3;1;1;1;7;9;2;2;4;1;3;5;2;3;5;7;2;1;2;2;2;3;2;4;4;1;5;1;2;1;2;2;3;1;4;2;2;4;2;2;4;2;2;3;3;1;2;5;2;1;2;4;2;2;1;2;3;2;5;1;2;1;4;5;2;2;1;1;3;2;2;1;2;1;3;4;2;1;3;1;2;3;4;3;1;4;4;1;4;1;4;3;3;5;2;1;2;5;1;2;2;1;4;1;2;2;3;8;2;3;2;2;1;3;4;6;2;1;6;4;1;2;1;5;3;2;1;1;1;1;1;4;4;4;3;4;4;1;1;4;3;2;1;10;4;2;2;1;2;1;2;1;6;2;4;2;2;2;3;7;6;2;3;1;3;7;3;2;2;1;1;2;3;7;2;1;6;2;1;2;4;4;1;6;1"
20,0,19,"1;3;6;3;1;2;1;1;3;1;4;6;1;2;3;4;1;3;1"
20,1,11,"1;6;9;6;2;4;4;7;4;3;1"
21,0,9,"4;3;3;4;3;4;1;3;1"
21,1,20,"2;5;5;5;2;2;10;2;3;5;4;2;2;2;2;1;5;1;2;3"
22,0,152,"1;6;4;6;5;4;2;1;1;5;3;6;2;2;3;1;1;1;3;1;4;6;1;1;1;3;2;5;1;6;3;3;2;2;3;2;1;1;9;1;3;1;1;5;2;1;2;3;3;1;1;5;3;6;2;3;5;3;1;3;2;2;2;1;1;2;6;1;3;3;3;1;1;1;2;1;2;2;5;3;1;7;1;1;1;7;3;2;4;2;1;3;3;4;6;1;1;3;6;5;1;3;4;2;1;1;5;5;3;1;1;1;9;3;1;2;2;2;3;2;4;6;1;1;2;5;2;4;1;1;2;7;4;2;1;5;1;1;3;3;2;7;4;1;1;4;4;3;2;7;10;1"
22,1,124,"2;1;7;10;7;3;1;1;3;3;1;3;1;1;2;2;1;1;5;4;4;4;1;8;2;1;5;3;2;1;5;1;1;4;5;3;1;6;5;1;6;5;2;4;5;4;2;3;1;2;1;1;1;2;4;4;6;2;4;4;4;1;2;1;5;5;2;2;3;4;4;1;8;2;7;3;1;2;2;4;4;6;3;8;5;1;4;3;3;3;3;7;1;2;4;3;5;3;2;4;1;1;3;3;1;4;9;2;1;2;5;2;4;4;2;2;2;4;5;6;1;2;1;1"
23,0,16,"1;1;3;5;3;5;4;4;4;1;1;2;3;3;2;1"
23,1,24,"2;8;1;1;3;4;1;1;1;2;2;3;1;2;3;3;1;2;1;4;3;2;1;1"
24,0,207,"3;8;2;3;1;4;2;2;2;1;2;8;10;10;10;9;10;6;5;10;10;10;3;2;4;5;4;3;3;2;2;1;1;1;1;1;2;2;1;3;4;2;1;3;2;6;2;6;1;2;4;6;4;4;8;3;3;2;1;7;6;8;3;1;1;6;4;3;4;1;3;3;1;1;4;3;2;3;2;2;2;3;4;4;2;3;6;4;1;2;6;10;4;3;2;3;2;4;3;4;4;6;4;3;4;7;3;1;2;2;1;6;5;4;5;3;9;9;3;8;6;2;1;4;4;2;3;5;4;2;1;1;4;2;3;4;6;5;4;1;5;8;3;3;9;4;10;4;5;7;4;2;10;3;7;9;8;10;8;1;10;4;8;10;2;7;8;10;10;10;4;3;3;6;10;9;6;5;3;10;10;2;10;8;10;10;10;10;6;7;10;10;10;10;10;10;5;9;10;10;10;10;10;10;10;10;10"
24,1,15,"4;3;10;10;7;6;4;8;4;1;7;3;4;1;1"
25,0,32,"9;2;9;8;2;3;2;1;2;4;10;4;1;3;6;1;1;7;1;2;2;3;6;1;3;1;2;2;3;1;1;1"
25,1,24,"7;2;7;8;1;2;4;1;4;1;8;2;6;2;3;1;1;1;7;6;3;6;1;1"
26,0,10,"1;10;4;2;10;8;8;8;5;6"
26,1,48,"9;10;8;10;10;10;10;10;3;1;3;4;4;2;5;4;2;1;4;5;6;4;4;3;4;10;10;1;3;10;10;5;10;10;8;2;10;10;9;6;7;3;7;8;2;3;3;1"
27,0,27,"9;2;3;2;2;2;6;5;3;2;2;2;1;1;2;8;4;4;2;1;1;2;2;2;2;4;1"
27,1,16,"2;1;6;2;2;2;4;6;7;8;3;4;1;1;1;1"
28,0,37,"4;6;3;4;2;2;5;2;2;7;6;3;3;4;1;6;2;2;2;8;2;4;1;2;1;4;4;4;3;4;1;3;5;4;3;1;1"
28,1,36,"1;6;7;3;3;3;2;7;2;5;1;3;2;7;1;1;8;5;2;1;4;7;3;2;3;1;2;5;3;8;1;10;3;4;6;1"
29,0,70,"4;7;8;6;2;1;3;2;3;4;2;2;3;3;6;2;2;3;1;4;4;2;4;1;6;3;3;1;2;2;5;1;1;2;4;1;2;2;4;2;2;1;2;1;2;2;2;2;3;5;5;1;3;1;2;2;1;2;1;6;3;1;2;4;2;1;2;2;4;4"
29,1,144,"2;3;2;1;6;6;3;6;8;2;3;5;4;1;1;3;4;1;1;2;2;1;5;4;1;2;2;1;2;7;1;1;1;2;4;1;2;8;2;3;3;2;3;2;2;2;4;4;1;2;3;1;1;7;4;2;2;10;8;3;3;1;3;9;2;2;4;5;1;2;10;5;1;2;3;1;10;4;1;2;3;1;2;2;2;2;5;1;4;3;1;2;8;3;1;2;3;1;3;2;2;1;2;1;2;1;4;5;2;8;1;2;2;3;2;2;2;4;2;4;2;2;5;3;4;4;3;4;1;2;5;2;2;2;2;3;6;4;5;4;5;2;6;10"
30,0,44,"7;1;1;10;4;4;2;2;3;4;10;5;1;5;4;10;10;3;1;2;10;10;1;2;5;9;4;6;4;5;5;4;6;3;1;3;10;2;1;10;5;10;5;1"
30,1,119,"7;7;5;1;3;3;3;4;4;5;3;1;3;2;3;3;5;6;7;8;2;2;3;1;3;2;1;1;3;10;2;2;2;1;3;4;4;2;4;1;5;6;1;6;10;6;2;7;9;5;8;3;5;1;7;10;6;8;9;5;8;7;4;10;5;3;1;10;2;4;9;10;8;3;1;9;9;5;8;8;3;2;10;5;3;6;9;5;7;9;5;8;1;10;6;5;9;1;2;9;2;10;5;4;10;2;2;5;6;5;4;10;8;3;9;5;3;2;1"
31,0,15,"6;4;4;10;3;6;5;7;4;9;8;5;9;3;1"
31,1,14,"3;10;2;3;10;7;1;7;7;3;9;5;2;1"
32,0,67,"5;1;5;9;6;3;2;7;4;2;1;1;6;3;6;5;1;5;3;6;7;1;5;2;4;5;8;10;10;4;10;10;2;10;6;3;5;3;5;2;5;5;3;4;1;9;10;10;8;6;10;2;1;3;2;9;5;4;7;4;3;10;8;6;10;3;1"
32,1,47,"7;5;7;6;2;1;2;3;1;4;2;7;7;7;1;1;3;7;9;10;10;7;10;3;5;4;1;6;2;3;4;5;3;2;8;4;4;8;6;5;2;8;5;7;9;4;1"
33,0,85,"4;2;3;7;5;3;5;2;3;3;3;4;5;5;2;4;9;3;4;3;6;4;1;2;3;4;2;1;6;3;4;2;2;10;10;1;1;2;1;2;1;4;3;9;4;8;1;3;10;7;10;5;1;6;10;3;2;8;3;3;10;6;3;2;8;7;8;8;6;2;3;1;3;4;2;3;3;1;3;5;1;1;6;3;1"
33,1,164,"4;7;8;3;3;9;9;2;8;4;10;9;1;1;9;6;1;9;9;1;2;8;7;5;4;8;4;8;10;9;2;3;4;1;1;2;10;3;5;4;5;10;2;5;9;10;7;4;3;10;10;10;10;5;10;10;4;10;7;5;5;10;6;5;10;9;10;10;10;7;10;8;2;10;8;3;4;7;7;3;5;10;9;7;2;4;4;8;10;7;3;2;10;6;2;3;2;2;8;3;1;5;3;6;1;2;6;4;1;7;8;5;1;7;10;6;10;9;5;10;2;7;5;10;9;7;10;7;5;2;9;10;10;8;10;10;8;7;4;6;8;4;6;8;2;9;10;3;1;6;10;7;9;3;5;3;8;10;7;10;10;10;9;4"
34,0,56,"3;1;3;5;4;4;10;4;4;2;2;2;1;4;5;4;2;2;3;4;10;7;2;1;8;8;10;2;7;6;5;1;4;4;9;3;6;10;8;5;5;1;3;6;1;5;5;4;1;3;6;6;9;3;10;1"
34,1,43,"1;6;9;6;4;6;6;7;10;8;6;6;7;10;10;3;3;8;9;3;1;2;5;3;4;6;3;1;1;5;2;4;2;7;7;4;7;2;8;3;4;1;1"
35,0,135,"3;3;9;2;1;3;7;3;5;5;3;1;3;1;4;5;4;1;3;3;2;5;6;5;2;2;3;6;4;4;8;4;2;1;10;8;3;3;3;1;6;4;5;2;3;2;2;3;4;1;5;6;5;3;2;1;5;6;6;10;8;6;10;6;2;1;7;8;5;4;2;7;7;4;4;2;9;8;2;1;2;4;4;2;2;8;2;4;3;2;3;3;8;2;4;3;5;3;9;9;8;7;1;2;6;5;9;4;1;9;1;8;6;5;6;4;3;1;2;4;1;4;7;5;1;2;3;4;2;2;4;7;6;10;1"
35,1,55,"1;1;4;10;10;5;4;2;3;4;4;4;6;3;7;8;1;3;4;9;8;2;4;9;7;4;1;3;5;6;8;8;10;5;3;2;10;8;10;9;2;7;10;2;7;4;2;1;1;1;2;2;1;5;2"
