prompt_id,turn,n_cycles,taus
5,0,103,"4;4;5;3;2;3;4;1;4;1;3;4;2;5;7;1;3;6;3;1;5;1;2;1;1;2;5;1;5;3;2;4;4;4;7;2;3;2;4;1;2;1;1;3;2;3;2;2;2;1;2;1;1;1;2;6;1;1;1;2;1;3;6;3;3;2;1;3;2;2;2;1;2;1;2;2;2;4;3;1;4;3;3;2;4;3;3;2;1;3;1;3;1;1;6;2;3;1;2;5;3;1;1"
5,1,265,"1;3;1;2;2;1;2;6;7;10;9;1;1;2;2;1;3;1;2;2;1;4;4;1;6;3;1;2;2;6;2;2;3;4;7;3;1;2;1;3;3;2;1;1;2;3;3;3;5;3;1;2;2;6;5;2;9;4;2;1;3;2;4;1;2;10;2;2;1;2;1;3;1;5;2;1;2;2;2;1;3;4;3;1;2;2;3;2;2;2;2;4;2;1;2;3;2;2;6;3;2;5;4;2;1;1;2;3;2;1;2;2;2;2;3;3;1;1;2;1;1;5;4;4;2;3;2;1;1;2;4;5;3;2;1;1;3;1;4;2;4;1;1;1;4;2;1;3;1;1;3;2;1;2;1;1;2;1;2;2;1;2;1;2;2;4;4;3;1;4;1;3;1;4;2;1;2;2;2;4;2;1;1;1;1;1;3;1;1;5;3;1;3;1;4;2;6;6;1;1;1;1;1;1;1;1;3;2;2;6;1;2;2;4;1;5;2;2;3;4;2;3;2;1;2;1;4;7;3;3;4;1;1;1;3;5;5;6;1;1;1;2;2;4;1;2;3;2;1;1;1;1;1;4;2;5;7;1;2;1;1;1;3;10;10"
6,0,261,"10;10;1;3;2;4;1;2;4;7;3;1;1;3;1;2;2;1;2;3;1;1;3;1;2;1;2;1;2;1;4;1;2;1;3;3;1;4;1;4;6;2;3;3;1;4;1;1;5;1;2;2;2;2;1;1;2;3;4;1;5;2;4;3;1;2;2;4;6;1;1;1;3;1;3;2;1;3;3;1;2;2;4;3;2;4;6;5;3;1;4;3;2;3;2;4;2;3;6;3;3;3;1;2;1;1;1;3;1;2;2;2;2;2;7;6;1;2;2;1;5;3;2;1;1;5;2;2;4;3;6;2;2;2;2;2;3;2;4;1;3;1;4;1;2;1;9;2;3;1;2;3;1;6;1;1;2;2;1;1;1;5;4;4;4;1;4;3;4;1;2;2;2;3;1;1;3;8;1;5;1;2;2;1;8;6;7;4;2;5;2;1;3;2;2;3;1;3;2;2;5;2;2;2;2;4;4;2;2;2;1;1;3;1;3;1;1;5;6;3;1;2;6;4;1;1;1;2;2;1;1;2;2;4;3;1;1;1;1;2;4;2;2;5;6;3;4;2;4;1;2;1;2;5;6;2;1;2;3;1;1"
6,1,120,"2;2;2;1;3;2;2;1;3;3;1;1;1;2;1;2;1;3;2;3;2;3;1;2;7;2;1;1;1;2;1;2;3;1;2;2;2;2;2;3;1;4;2;5;2;3;2;3;2;3;6;1;1;2;2;2;3;5;1;1;1;4;2;5;3;1;3;2;2;3;1;4;1;2;2;7;3;1;4;2;1;3;1;2;6;1;1;2;2;1;2;3;2;2;5;1;3;3;2;1;1;1;5;2;1;1;1;3;3;2;2;2;2;3;2;2;1;2;1;1"
7,0,81,"1;3;4;1;5;5;3;1;2;4;2;3;2;2;3;3;2;8;3;4;1;8;4;1;2;2;3;4;2;2;3;7;2;1;2;2;1;3;3;3;2;2;1;2;1;1;3;1;2;3;1;1;1;3;2;5;3;6;1;2;2;1;3;1;4;6;5;2;7;4;5;3;1;1;2;3;2;3;3;1;1"
7,1,25,"1;1;2;2;1;3;1;4;2;3;1;2;1;4;3;3;3;5;1;3;5;1;3;3;1"
8,0,148,"4;3;5;6;2;2;10;2;2;1;1;2;1;2;1;3;2;2;2;3;1;2;2;1;5;1;3;2;2;2;1;2;1;1;2;2;1;5;1;2;1;3;1;1;1;1;3;1;2;2;1;1;1;1;1;1;2;2;3;1;2;1;4;2;2;5;2;3;1;1;1;2;2;3;2;2;3;3;1;1;1;1;1;1;3;1;2;1;3;1;1;2;4;3;3;1;2;1;3;1;2;2;4;1;2;2;2;3;1;1;1;1;1;4;3;1;1;1;1;1;1;1;3;1;2;3;4;2;2;2;2;3;3;1;1;2;1;2;2;5;3;3;2;1;2;2;1;1"
8,1,27,"1;4;4;2;4;3;3;1;1;1;1;1;2;2;2;1;3;2;5;1;4;4;1;1;1;5;1"
9,0,109,"5;6;6;2;8;5;4;1;3;2;5;2;5;2;2;2;6;3;1;3;3;3;2;2;1;1;1;3;4;5;1;1;2;3;3;1;2;1;4;3;1;2;2;3;3;3;4;1;3;4;2;3;1;3;1;2;1;3;3;1;1;5;3;3;1;3;1;2;2;4;3;4;2;3;1;1;1;4;3;2;3;1;3;2;2;3;1;2;1;3;1;1;4;3;4;5;1;2;1;1;2;2;2;1;6;4;2;2;2"
9,1,73,"3;2;2;2;4;2;6;3;8;4;5;5;5;5;7;5;3;8;4;7;2;5;5;2;1;2;5;1;2;2;5;3;2;1;1;1;1;3;2;1;5;2;1;2;4;4;1;4;4;1;1;5;7;6;5;3;5;5;5;3;1;3;2;1;2;1;3;3;2;6;3;2;1"
10,0,228,"1;1;2;2;1;1;1;1;1;2;4;1;2;3;2;2;2;1;2;2;4;3;2;1;1;3;3;1;1;3;1;2;2;2;3;1;3;1;1;1;1;1;1;1;1;1;2;3;1;2;2;3;2;1;5;2;1;1;2;3;3;2;1;2;1;2;4;2;3;1;2;2;1;1;1;2;3;4;1;3;3;2;2;2;1;1;1;5;1;1;2;2;2;2;1;5;2;2;4;1;1;1;1;2;2;1;2;4;2;1;5;1;6;2;1;2;1;5;3;3;3;1;1;2;1;1;1;3;1;2;2;1;1;2;3;1;2;4;1;4;3;1;1;1;3;1;1;2;1;4;2;1;1;4;6;1;2;2;3;3;3;2;3;1;1;2;3;1;1;1;1;1;2;1;3;1;2;2;2;3;1;2;2;1;4;2;3;2;1;1;2;4;2;2;2;2;2;5;1;4;5;3;1;2;1;1;2;1;1;3;1;3;5;4;2;1;4;1;5;2;4;3;3;1;1;4;2;6"
10,1,162,"2;3;1;5;3;1;1;2;3;1;4;1;2;5;3;4;4;1;6;2;1;1;1;2;2;1;1;1;1;3;1;5;2;2;3;1;1;1;4;2;2;1;1;1;1;1;3;1;3;3;4;2;4;1;3;1;4;2;3;4;1;4;1;1;1;4;1;1;1;1;2;1;2;1;3;3;1;3;4;2;1;3;2;5;4;1;2;1;2;2;2;3;1;2;2;1;1;3;1;2;2;2;2;1;2;2;2;2;2;3;1;2;1;1;2;2;1;4;2;5;4;3;5;1;2;2;1;3;2;4;2;2;1;1;3;4;2;1;7;3;1;3;2;3;1;4;6;4;2;1;2;1;2;1;1;2;1;1;3;5;2;2"
11,0,88,"3;2;1;1;1;1;2;3;1;1;1;1;4;1;2;3;4;2;3;1;2;2;5;1;3;3;3;2;2;2;2;1;3;1;1;1;1;1;3;2;1;2;1;1;2;2;8;3;3;4;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;1;2;3;3;4;5;1;2;1;1;1;1;5;2;7;3;4;2;2;2;1;2;1"
11,1,88,"4;1;3;4;2;2;1;2;1;3;1;1;1;1;2;2;1;2;2;1;1;1;2;2;1;2;1;1;3;3;1;1;1;1;1;1;2;2;1;1;1;3;1;1;4;1;1;4;3;2;2;4;2;2;1;1;2;1;5;1;1;1;3;2;4;3;2;2;1;2;2;3;1;2;2;1;2;1;2;2;1;2;3;2;2;2;1;1"
12,0,85,"7;1;1;2;2;1;4;4;4;1;1;3;1;3;2;1;3;1;5;3;7;3;3;6;3;5;6;1;2;5;8;5;2;1;1;4;1;2;2;1;2;6;1;4;1;2;5;3;2;3;2;4;3;3;5;1;6;4;3;3;3;3;4;2;5;3;1;7;6;2;2;5;2;4;1;1;5;3;3;6;3;2;1;2;1"
12,1,227,"2;3;8;1;7;5;1;3;2;2;2;3;3;1;1;1;1;1;4;3;2;1;4;1;2;4;4;1;1;2;2;1;2;1;3;1;1;3;1;2;4;3;4;2;2;4;4;3;2;3;1;7;1;5;2;4;4;5;1;1;2;2;5;1;8;4;1;4;4;1;5;1;1;4;3;1;1;3;4;1;2;5;1;2;1;3;2;2;2;4;3;2;2;2;9;1;6;1;3;2;4;2;2;7;5;1;1;1;4;5;3;2;3;2;1;3;5;8;4;3;1;2;4;1;2;2;2;1;2;1;1;4;1;2;3;4;6;4;6;2;1;1;3;2;2;2;1;1;3;2;4;5;1;2;2;3;4;1;5;1;3;5;7;4;3;3;4;2;2;1;6;4;3;2;2;7;1;1;1;3;3;4;1;6;1;8;3;1;3;2;3;4;1;1;1;2;3;8;1;6;1;3;1;1;2;5;6;5;3;4;1;4;3;5;2;1;1;4;4;2;2;3;2;2;6;5;1"
13,0,134,"1;1;2;2;3;2;1;1;1;1;1;4;6;3;2;1;1;2;3;1;3;3;2;3;4;3;1;3;1;3;1;1;4;3;2;2;4;3;1;9;1;1;5;3;3;1;1;1;1;2;3;1;2;2;1;1;3;4;4;1;2;1;8;2;2;1;2;6;3;4;8;4;7;3;4;3;1;3;4;6;2;2;2;1;3;6;4;3;5;3;1;4;3;2;4;8;5;4;3;1;2;6;5;5;8;3;6;4;2;3;1;6;2;2;3;2;7;3;1;4;2;5;6;5;4;3;2;1;4;2;9;2;3;1"
13,1,13,"3;1;6;1;1;3;3;5;2;4;9;1;1"
14,0,71,"1;4;1;1;1;1;2;2;3;3;1;4;1;2;5;1;2;1;4;1;2;1;3;1;1;1;1;3;2;2;1;1;1;1;3;1;3;1;2;2;1;1;3;2;5;2;3;1;3;1;4;3;1;5;3;2;1;2;2;1;3;3;6;2;1;3;3;4;5;2;2"
14,1,44,"6;5;2;2;9;3;1;1;3;5;2;2;1;2;2;3;1;1;1;1;1;5;2;2;4;1;1;1;1;3;3;2;3;4;2;5;2;8;2;7;3;2;2;1"
15,0,222,"6;2;3;1;7;4;2;2;1;1;3;1;1;2;3;2;4;4;4;1;2;4;4;2;4;1;3;2;3;3;3;3;1;4;2;1;1;5;2;1;3;3;3;3;2;1;9;1;1;4;3;2;3;3;2;1;1;2;2;5;2;7;5;3;3;1;3;3;1;1;7;2;1;3;1;1;2;2;1;1;1;2;1;2;4;2;5;1;2;1;2;2;1;2;4;1;1;2;2;2;3;3;1;2;4;3;2;2;9;1;1;3;1;3;4;1;1;2;1;1;1;1;5;2;1;2;1;1;1;2;1;1;4;4;3;5;3;6;4;5;4;7;2;3;1;4;1;4;3;2;1;4;1;2;2;2;2;1;1;1;4;5;4;2;4;6;3;4;2;5;3;2;1;2;2;1;1;2;3;2;4;3;2;1;2;1;1;1;2;2;1;7;1;2;1;1;1;2;3;3;1;4;2;1;1;3;4;2;6;3;5;1;2;5;2;3;7;5;8;3;1;1"
15,1,185,"1;1;4;2;3;4;1;1;1;1;1;3;2;3;2;1;2;5;3;1;4;2;2;2;7;2;3;2;1;3;4;2;2;4;2;3;5;2;1;5;5;1;1;4;3;1;2;2;2;5;3;2;4;2;2;2;4;3;1;3;2;1;3;1;2;3;2;2;2;1;4;2;10;1;1;2;5;1;3;6;2;2;1;1;1;5;1;1;3;3;2;3;2;1;2;5;1;4;1;1;3;2;4;1;1;2;5;4;1;1;3;3;4;3;2;2;5;4;2;1;1;3;2;4;4;1;2;5;6;4;3;1;3;3;2;2;4;1;3;3;1;4;6;1;5;2;1;5;3;4;4;1;1;6;2;2;1;4;1;2;1;1;1;1;3;2;2;5;1;2;3;1;2;2;5;4;2;1;6;1;2;4;5;4;3"
16,0,238,"3;3;2;1;7;3;1;6;9;4;4;6;4;2;3;1;3;4;1;6;3;2;2;4;2;4;5;1;2;6;6;3;1;1;6;2;3;2;2;1;1;1;3;4;4;2;3;2;3;3;4;3;2;5;2;5;1;2;2;4;3;6;2;8;2;3;1;1;2;3;2;1;2;7;6;5;2;3;4;1;3;5;4;1;2;5;4;5;5;4;3;2;3;4;3;4;2;1;1;3;4;2;5;1;6;7;4;2;2;3;2;4;2;5;2;3;6;1;2;1;1;3;1;3;2;3;2;6;1;4;4;5;2;1;3;3;1;1;1;2;6;9;3;1;6;3;2;2;4;1;1;3;2;3;5;1;4;1;2;2;3;1;3;1;10;2;5;4;1;1;5;1;1;1;1;7;6;2;1;2;2;2;5;3;3;2;1;2;6;2;1;1;5;1;5;2;4;2;1;4;6;7;8;5;3;1;2;2;3;1;5;1;1;3;4;2;2;4;3;1;4;2;5;4;5;1;3;3;3;4;1;1;7;1;6;1;1;1"
16,1,254,"8;4;4;2;3;3;2;6;6;3;8;6;4;2;3;2;1;1;2;2;2;1;2;1;1;1;1;2;2;1;2;3;1;2;1;1;1;1;3;1;1;2;2;2;4;1;2;3;3;1;1;1;1;2;1;1;1;3;3;3;3;3;4;1;2;1;2;1;1;1;1;4;1;1;2;3;7;1;8;2;4;3;3;1;5;2;3;1;2;3;3;3;3;6;2;1;2;4;6;7;3;7;9;3;5;3;4;2;2;3;5;4;2;1;1;1;4;1;5;3;5;1;6;3;1;3;2;5;2;2;1;5;2;4;2;2;1;8;2;2;2;4;2;1;4;6;9;4;2;8;5;7;1;7;7;5;4;2;2;7;3;5;7;2;1;4;1;1;1;2;7;5;1;2;1;5;4;7;2;4;6;8;1;4;8;3;3;2;1;3;3;1;1;1;4;2;3;6;3;5;4;8;4;10;1;2;1;1;1;2;3;4;7;4;1;5;5;2;10;7;10;6;7;4;2;3;4;2;4;3;1;5;2;2;3;1;5;3;2;1;2;5;2;2;4;3;4;3;9;5;8;10;4;2"
17,0,46,"1;1;3;2;5;2;3;1;2;2;1;3;2;2;6;3;5;1;1;1;3;1;6;5;2;1;1;1;1;2;4;5;1;1;2;1;1;4;3;1;2;3;2;1;2;5"
17,1,105,"1;3;2;1;4;1;1;2;2;3;2;3;2;2;2;2;4;2;1;1;1;1;2;1;1;2;2;2;1;2;1;2;1;1;1;3;2;4;2;1;4;2;2;4;5;2;4;2;2;2;2;4;1;5;3;1;3;2;3;3;2;2;2;1;1;1;1;2;2;1;1;2;1;1;1;4;2;1;1;1;2;1;3;3;4;6;3;3;3;4;1;3;4;2;4;2;1;2;2;4;1;2;4;2;4"
18,0,90,"1;4;2;1;1;1;2;1;1;1;1;1;1;3;3;1;3;1;3;1;3;1;1;2;3;1;1;1;1;2;1;2;1;1;1;1;1;3;2;2;1;1;2;1;3;1;4;4;1;2;2;1;2;2;1;1;2;1;2;1;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;1;1;2;3;1;3;1;4;2;1;1;1;1;1;1"
18,1,80,"1;1;3;3;3;2;1;2;1;4;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;4;1;2;1;3;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;3;1;2;2;2;1;2;1;1;2;1;4;2;2;2;1;1;2;3;3;1;4;5;1;1;3;1;1;4;3;4;2;1;2"
19,0,262,"1;1;1;3;1;2;3;1;4;1;2;4;3;1;3;4;2;4;4;1;3;1;2;2;1;3;2;2;3;1;3;5;4;1;2;2;3;3;4;3;2;4;3;1;2;2;3;1;1;1;2;2;1;4;2;3;2;2;2;2;2;1;1;5;4;1;2;1;2;3;2;1;2;8;1;3;3;3;2;1;3;2;6;2;1;3;5;3;1;1;2;5;1;1;1;1;5;1;1;2;1;2;2;2;1;8;1;1;3;5;3;1;2;4;2;3;2;1;1;2;2;1;5;3;3;2;1;1;4;3;1;5;4;2;1;2;4;1;3;3;4;2;1;2;2;3;3;4;1;1;3;1;1;4;2;3;3;2;1;1;1;4;3;2;5;5;2;1;3;4;2;4;3;5;3;2;2;4;9;3;3;6;7;2;2;3;1;1;2;9;3;4;2;6;3;4;1;3;4;3;5;2;2;7;1;2;5;6;6;1;3;3;3;5;1;1;6;3;1;4;3;1;3;2;2;2;2;1;10;1;3;2;1;4;6;2;6;2;3;6;1;3;2;1;6;1;3;6;3;4;2;4;1;1;2;5;7;2;3;4;5;1"
19,1,257,"2;2;2;2;1;2;2;1;2;5;7;6;3;4;1;1;1;3;5;2;2;1;2;3;1;1;1;2;1;4;3;2;1;1;2;1;2;3;1;2;1;3;3;2;1;2;2;3;5;5;2;1;2;2;1;3;3;1;1;2;4;3;3;1;5;4;5;2;2;8;3;1;3;3;3;7;1;2;2;5;1;3;3;1;2;2;7;5;1;1;1;4;4;2;2;4;1;1;6;3;1;2;3;5;8;2;1;1;1;1;3;1;2;4;2;2;2;2;5;4;1;2;1;6;3;2;2;6;8;4;3;4;1;1;4;8;1;1;5;5;1;1;3;2;1;1;2;1;1;2;1;2;2;3;4;1;3;2;5;3;8;5;5;2;4;7;6;2;1;2;6;2;1;1;2;1;1;5;1;2;3;2;1;4;4;2;4;2;7;5;3;3;3;2;2;5;4;2;1;5;5;4;3;6;3;4;2;1;3;9;2;2;3;4;1;1;3;2;1;2;1;5;4;5;7;4;2;1;2;1;7;1;1;8;3;5;4;1;1;1;3;4;4;3;1;1;2;5;4;2;4;2;4;2;4;2;1"
20,0,22,"1;2;7;3;1;2;1;1;1;1;1;4;4;2;1;1;1;4;2;4;2;1"
20,1,16,"1;4;5;4;1;3;4;2;2;2;4;6;4;2;2;1"
21,0,10,"1;3;3;1;7;1;5;3;1;1"
21,1,22,"2;4;4;3;4;2;2;10;3;4;4;3;2;2;2;2;1;4;1;1;2;3"
22,0,162,"8;5;3;3;6;3;1;5;3;2;5;3;3;1;1;1;3;1;3;7;1;1;1;1;2;1;6;3;1;1;1;1;2;3;2;3;2;5;2;2;4;5;2;3;4;2;3;3;1;1;1;1;3;1;3;1;4;3;2;4;1;2;1;2;3;1;1;2;4;2;7;4;1;1;1;1;1;3;7;1;1;2;2;3;1;3;4;2;4;1;6;2;4;7;1;2;3;1;2;4;4;4;3;2;4;1;2;1;8;2;2;1;2;3;4;3;1;4;1;2;4;4;3;1;1;2;2;3;1;1;1;3;2;3;1;2;3;2;8;3;1;1;2;1;3;2;2;3;5;1;3;1;5;3;3;2;8;1;5;3;3;1"
22,1,140,"2;1;7;3;5;1;2;2;1;4;7;2;1;3;3;3;2;4;2;6;5;2;1;3;5;2;1;1;2;6;1;2;1;3;1;2;1;3;5;1;3;3;2;3;2;1;4;6;6;3;3;1;5;3;3;4;4;3;1;1;1;2;3;1;2;4;2;2;4;1;2;2;5;1;1;3;3;1;3;4;3;2;2;3;3;4;1;3;2;4;1;3;1;2;1;5;2;4;2;2;1;3;2;6;2;5;1;3;2;4;2;1;3;3;1;1;2;3;1;4;4;3;4;3;1;2;1;5;2;2;5;6;7;3;2;3;5;4;4;4"
23,0,14,"1;4;5;2;5;5;6;2;1;2;1;3;3;3"
23,1,18,"1;2;7;1;2;2;1;2;2;1;1;2;2;2;2;3;3;2"
24,0,278,"6;5;2;3;1;1;1;1;3;1;1;3;2;2;2;1;6;7;4;7;6;10;6;7;2;3;5;7;7;6;6;4;1;1;1;2;4;2;4;5;1;3;2;3;1;1;1;1;2;2;1;1;4;2;1;2;3;2;2;3;2;1;2;4;1;2;4;2;4;2;4;6;4;3;2;3;1;3;4;1;1;2;4;5;5;1;3;7;2;1;4;1;1;1;1;3;3;3;3;1;4;2;2;2;2;1;4;4;2;3;2;4;2;3;1;1;2;7;1;6;1;1;2;3;2;3;4;1;4;1;1;2;1;2;4;1;2;2;1;6;2;1;3;3;1;1;6;1;2;1;1;1;2;1;1;4;3;1;2;2;2;5;2;2;2;4;2;7;2;3;5;2;7;2;1;1;1;3;6;1;4;7;5;4;8;1;3;5;6;3;2;2;2;5;3;1;1;6;3;5;10;6;8;4;10;4;2;5;4;4;5;8;4;5;5;4;8;4;5;7;2;2;4;5;5;8;4;4;5;3;6;8;6;9;1;4;8;1;8;7;2;4;5;8;9;6;9;5;7;2;5;9;3;7;10;9;6;8;6;7;2;5;9;3;7;10;9;6;8;6;7;5;9;5;8;9;9;6"
24,1,10,"3;4;3;5;2;7;4;4;4;1"
25,0,20,"4;5;4;8;7;1;3;3;3;1;3;2;5;1;5;4;2;3;1;1"
25,1,17,"8;7;5;8;2;2;2;1;2;1;2;1;3;2;6;3;2"
26,0,13,"7;5;3;4;6;10;4;5;5;2;4;3;4"
26,1,98,"6;3;6;4;5;5;8;5;1;3;8;8;7;2;5;4;1;2;5;3;2;3;3;4;2;1;4;2;3;1;5;4;3;1;3;2;2;1;1;3;4;4;4;4;3;2;2;4;3;4;4;3;1;2;1;1;1;3;1;4;6;2;2;4;1;2;2;1;1;1;2;3;3;3;4;3;4;1;2;2;2;2;1;1;1;4;3;4;2;2;2;2;2;2;2;1;3;1"
27,0,28,"6;5;2;3;2;1;1;3;7;2;1;2;4;2;2;3;7;4;3;2;1;2;2;2;2;3;2;2"
27,1,15,"3;4;2;1;1;3;2;2;8;6;1;1;2;4;1"
28,0,45,"5;4;4;4;2;2;1;7;2;2;4;5;2;2;1;4;3;1;4;5;2;2;2;7;1;4;1;1;2;2;6;1;3;4;6;3;6;3;4;4;1;1;5;2;2"
28,1,48,"2;2;4;6;1;3;2;3;3;2;1;2;6;1;1;3;2;3;4;4;5;2;1;1;2;4;4;1;2;7;1;2;2;5;1;1;2;1;5;3;1;2;1;1;2;5;1;1"
29,0,79,"2;2;2;6;8;5;2;1;1;1;3;4;3;2;2;1;2;1;5;3;2;2;3;1;1;2;5;4;4;5;3;2;2;2;1;1;1;1;3;3;2;5;2;2;2;4;2;2;2;1;1;2;1;2;3;2;2;3;1;5;1;3;2;1;2;1;2;1;4;3;2;1;1;5;2;7;1;2;3"
