config,group,prompt_id,mean_acceptance,acceptance_list,exact_match
target_body__w16a8,tbody,92,2.56,"[3, 3, 3, 3, 3, 3, 2, 3, 4, 4, 1, 1, 1, 4, 4, 1, 1, 4, 4, 4, 1, 2, 1, 3, 1]",True
target_body__w16a8,tbody,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 4, 4, 5, 4, 4, 2, 5]",True
target_body__w16a8,tbody,94,3.1667,"[6, 5, 1, 2, 4, 3, 6, 5, 4, 1, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_body__w16a8,tbody,95,2.6667,"[4, 4, 5, 3, 2, 2, 3, 4, 4, 2, 2, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 2, 2, 5]",True
target_body__w16a8,tbody,96,4.0,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 4, 5, 6, 3, 4, 4, 6]",False
target_body__w16a8,tbody,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_body__w16a8,tbody,98,2.9091,"[3, 2, 1, 3, 2, 3, 2, 5, 4, 6, 1, 1, 2, 4, 5, 2, 4, 2, 3, 4, 3, 2]",True
target_body__w16a8,tbody,99,3.7647,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 4, 5, 4, 6, 5, 5, 2, 2]",False
target_body__w16a8,tbody,100,2.7826,"[3, 3, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 2, 2, 3]",False
target_body__w8a8,tbody,81,3.4737,"[3, 6, 1, 4, 6, 5, 5, 4, 4, 3, 2, 4, 4, 1, 3, 4, 2, 2, 3]",False
target_body__w8a8,tbody,82,4.125,"[4, 4, 3, 4, 4, 4, 6, 6, 6, 2, 5, 6, 4, 2, 3, 3]",True
target_body__w8a8,tbody,83,4.5714,"[6, 4, 4, 6, 6, 3, 4, 3, 4, 6, 4, 4, 4, 6]",True
target_body__w8a8,tbody,84,3.25,"[4, 2, 3, 4, 3, 6, 2, 2, 6, 5, 4, 2, 3, 2, 2, 4, 2, 4, 1, 4]",True
target_body__w8a8,tbody,85,2.68,"[1, 5, 3, 2, 3, 3, 4, 4, 1, 1, 5, 3, 4, 2, 3, 3, 1, 3, 2, 1, 2, 3, 2, 2, 4]",True
target_body__w8a8,tbody,86,2.8261,"[3, 4, 6, 6, 3, 4, 1, 4, 1, 2, 3, 3, 1, 2, 4, 3, 2, 1, 4, 3, 2, 1, 2]",False
target_body__w8a8,tbody,87,3.3684,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 5, 1, 1, 2, 2, 3]",False
target_body__w8a8,tbody,88,3.0476,"[1, 3, 3, 2, 4, 4, 3, 2, 2, 4, 5, 4, 3, 3, 4, 3, 1, 4, 2, 4, 3]",True
target_body__w8a8,tbody,89,4.2667,"[3, 3, 6, 4, 3, 2, 6, 3, 5, 5, 4, 3, 6, 5, 6]",False
target_body__w8a8,tbody,90,3.5556,"[3, 6, 5, 4, 2, 4, 3, 4, 3, 3, 1, 4, 4, 5, 2, 2, 5, 4]",False
target_body__w8a8,tbody,91,2.9091,"[1, 4, 3, 4, 3, 1, 4, 6, 4, 4, 5, 2, 2, 1, 2, 3, 2, 4, 2, 2, 2, 3]",False
target_body__w8a8,tbody,92,2.7826,"[3, 3, 3, 3, 3, 3, 2, 4, 6, 2, 1, 1, 4, 4, 1, 3, 2, 3, 2, 1, 4, 4, 2]",False
target_body__w8a8,tbody,93,4.125,"[6, 6, 3, 3, 4, 4, 6, 2, 4, 5, 4, 4, 4, 4, 2, 5]",True
target_body__w8a8,tbody,94,3.2353,"[6, 5, 1, 2, 5, 6, 4, 4, 2, 2, 2, 3, 2, 2, 3, 4, 2]",True
target_body__w8a8,tbody,95,2.7083,"[5, 6, 2, 3, 2, 2, 3, 4, 4, 2, 2, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 2, 2, 6]",True
target_body__w8a8,tbody,96,4.0,"[1, 3, 5, 4, 3, 4, 6, 4, 2, 5, 4, 6, 3, 4, 4, 6]",True
target_body__w8a8,tbody,97,3.8333,"[4, 6, 3, 2, 6, 4, 2, 2, 6, 6, 2, 3, 4, 4, 4, 4, 1, 6]",True
target_body__w8a8,tbody,98,2.5385,"[3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 1, 3, 2, 4, 6, 1, 1, 2, 5, 3, 3, 5, 1, 1, 2, 3]",False
target_body__w8a8,tbody,99,3.7647,"[1, 2, 3, 4, 4, 3, 2, 6, 6, 4, 5, 4, 6, 5, 5, 2, 2]",False
target_body__w8a8,tbody,100,2.7826,"[3, 1, 2, 2, 4, 3, 3, 4, 2, 2, 1, 3, 2, 4, 3, 1, 3, 5, 3, 5, 1, 3, 4]",True
target_body__w4a16,tbody,81,2.75,"[1, 2, 2, 2, 4, 2, 4, 2, 4, 4, 2, 3, 1, 1, 3, 1, 4, 2, 4, 3, 4, 3, 4, 4]",True
target_body__w4a16,tbody,82,3.5556,"[4, 2, 3, 2, 4, 3, 4, 6, 3, 4, 4, 4, 5, 5, 2, 3, 3, 3]",True
target_body__w4a16,tbody,83,4.3333,"[4, 6, 3, 6, 2, 6, 2, 4, 3, 4, 6, 6, 3, 6, 4]",True
target_body__w4a16,tbody,84,2.913,"[4, 2, 1, 2, 2, 3, 4, 3, 2, 6, 4, 5, 3, 5, 1, 3, 1, 1, 3, 3, 1, 4, 4]",True
target_body__w4a16,tbody,85,2.2069,"[1, 6, 6, 2, 6, 3, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 1, 1, 4, 3, 1, 3, 1, 2, 3, 1, 1, 2, 2]",True
target_body__w4a16,tbody,86,2.7917,"[1, 2, 2, 3, 3, 3, 6, 4, 1, 1, 2, 3, 5, 3, 2, 2, 4, 2, 5, 2, 2, 2, 3, 4]",True
target_body__w4a16,tbody,87,3.0952,"[2, 4, 4, 2, 3, 4, 6, 4, 6, 6, 2, 2, 4, 1, 2, 1, 3, 2, 2, 1, 4]",True
target_body__w4a16,tbody,88,2.64,"[1, 2, 2, 4, 5, 3, 2, 4, 3, 4, 3, 1, 3, 3, 3, 1, 3, 1, 2, 2, 1, 1, 4, 4, 4]",True
target_body__w4a16,tbody,89,4.4667,"[2, 4, 6, 4, 1, 6, 5, 5, 4, 6, 6, 4, 4, 6, 4]",True
target_body__w4a16,tbody,90,3.5556,"[4, 6, 6, 5, 3, 5, 4, 3, 4, 3, 2, 1, 3, 4, 4, 3, 1, 3]",True
target_body__w4a16,tbody,91,2.56,"[3, 4, 2, 2, 3, 1, 1, 2, 1, 4, 5, 2, 3, 4, 4, 4, 2, 2, 2, 1, 2, 1, 2, 4, 3]",True
target_body__w4a16,tbody,92,2.5,"[3, 4, 2, 5, 1, 2, 2, 4, 3, 4, 4, 3, 2, 4, 3, 1, 1, 2, 1, 2, 3, 2, 3, 1, 1, 2]",True
target_body__w4a16,tbody,93,3.6316,"[1, 3, 6, 3, 2, 4, 4, 2, 6, 3, 3, 2, 4, 3, 4, 6, 4, 3, 6]",True
target_body__w4a16,tbody,94,3.25,"[3, 6, 3, 2, 4, 4, 5, 3, 4, 4, 3, 3, 2, 4, 2, 2, 2, 3, 2, 4]",True
target_body__w4a16,tbody,95,3.0952,"[4, 6, 2, 2, 1, 3, 3, 4, 2, 4, 3, 5, 1, 2, 3, 4, 3, 3, 3, 2, 5]",True
target_body__w4a16,tbody,96,3.2,"[1, 1, 5, 5, 4, 2, 4, 3, 3, 1, 2, 3, 3, 1, 4, 6, 4, 5, 4, 3]",True
target_body__w4a16,tbody,97,3.1905,"[2, 6, 4, 2, 6, 4, 4, 3, 4, 1, 1, 2, 1, 3, 4, 1, 2, 3, 3, 5, 6]",True
target_body__w4a16,tbody,98,2.3704,"[3, 2, 1, 3, 3, 6, 1, 2, 1, 3, 3, 2, 2, 2, 4, 4, 1, 4, 2, 1, 3, 1, 1, 1, 2, 4, 2]",False
target_body__w4a16,tbody,99,3.5556,"[3, 3, 5, 2, 1, 4, 4, 4, 4, 2, 6, 4, 4, 5, 4, 4, 4, 1]",True
target_body__w4a16,tbody,100,2.4286,"[1, 2, 3, 2, 4, 3, 2, 1, 3, 2, 1, 2, 1, 2, 5, 2, 1, 2, 4, 4, 3, 5, 3, 1, 2, 1, 1, 5]",True
target_body__w16a4,tbody,81,3.0476,"[1, 2, 4, 3, 3, 3, 5, 4, 4, 5, 4, 2, 1, 2, 5, 2, 5, 2, 1, 4, 2]",False
target_body__w16a4,tbody,82,3.8235,"[4, 2, 1, 3, 3, 3, 4, 5, 6, 6, 6, 2, 5, 4, 6, 2, 3]",False
target_body__w16a4,tbody,83,4.2667,"[6, 4, 4, 6, 4, 5, 6, 4, 4, 4, 1, 4, 3, 6, 3]",False
target_body__w16a4,tbody,84,3.25,"[4, 2, 1, 2, 4, 4, 1, 4, 4, 6, 4, 4, 3, 3, 2, 2, 4, 6, 1, 4]",False
target_body__w16a4,tbody,85,2.6667,"[1, 4, 2, 4, 2, 2, 3, 4, 2, 2, 1, 1, 5, 3, 4, 2, 2, 4, 1, 3, 3, 3, 3, 3]",False
target_body__w16a4,tbody,86,3.3684,"[1, 2, 2, 4, 4, 3, 3, 4, 4, 5, 2, 4, 3, 4, 6, 3, 4, 2, 4]",False
target_body__w16a4,tbody,87,3.4211,"[3, 4, 5, 3, 4, 6, 4, 6, 5, 2, 3, 2, 3, 4, 2, 2, 2, 2, 3]",False
target_body__w16a4,tbody,88,2.6667,"[1, 3, 3, 2, 2, 4, 2, 4, 1, 3, 4, 4, 2, 1, 1, 4, 3, 2, 2, 2, 4, 4, 2, 4]",False
target_body__w16a4,tbody,89,4.6429,"[3, 4, 6, 6, 2, 6, 3, 5, 4, 6, 2, 6, 6, 6]",False
target_body__w16a4,tbody,90,3.8824,"[5, 4, 5, 4, 4, 4, 5, 4, 4, 6, 2, 2, 5, 3, 4, 2, 3]",False
target_body__w16a4,tbody,91,2.6,"[1, 6, 3, 1, 3, 3, 3, 4, 3, 4, 4, 4, 3, 4, 1, 2, 2, 1, 1, 1, 2, 2, 3, 2, 2]",False
target_body__w16a4,tbody,92,2.9545,"[3, 3, 2, 4, 4, 4, 2, 4, 2, 2, 4, 4, 4, 3, 1, 2, 3, 3, 2, 4, 2, 3]",False
target_body__w16a4,tbody,93,3.4737,"[3, 6, 3, 3, 3, 4, 4, 3, 4, 3, 3, 3, 6, 2, 5, 1, 4, 1, 5]",False
target_body__w16a4,tbody,94,4.0625,"[4, 6, 2, 2, 6, 4, 4, 5, 3, 6, 4, 4, 2, 4, 6, 3]",False
target_body__w16a4,tbody,95,2.8261,"[1, 2, 5, 4, 3, 4, 1, 3, 1, 2, 2, 2, 1, 3, 3, 4, 4, 5, 2, 3, 3, 3, 4]",False
target_body__w16a4,tbody,96,3.0455,"[1, 4, 2, 5, 4, 2, 3, 3, 6, 6, 1, 4, 4, 4, 1, 1, 2, 4, 3, 2, 1, 4]",False
target_body__w16a4,tbody,97,3.7222,"[4, 6, 3, 2, 2, 4, 4, 2, 6, 6, 2, 1, 4, 3, 4, 4, 4, 6]",False
target_body__w16a4,tbody,98,2.4615,"[3, 2, 3, 3, 3, 4, 2, 2, 2, 2, 1, 6, 3, 3, 2, 3, 3, 3, 2, 3, 2, 2, 2, 1, 1, 1]",False
target_body__w16a4,tbody,99,2.2857,"[2, 2, 2, 4, 1, 2, 1, 3, 2, 2, 6, 4, 3, 2, 1, 3, 2, 5, 2, 2, 2, 1, 1, 2, 3, 1, 2, 1]",False
target_body__w16a4,tbody,100,2.4615,"[3, 1, 4, 1, 3, 2, 3, 1, 2, 1, 2, 1, 1, 4, 6, 4, 4, 4, 2, 5, 1, 1, 2, 2, 1, 3]",False
target_body__w4a4,tbody,81,2.8261,"[3, 2, 3, 2, 2, 5, 6, 2, 3, 1, 1, 3, 4, 2, 3, 2, 1, 2, 3, 3, 5, 4, 3]",False
target_body__w4a4,tbody,82,3.5789,"[4, 4, 2, 3, 2, 4, 6, 5, 4, 4, 2, 1, 3, 6, 4, 2, 3, 3, 6]",False
target_body__w4a4,tbody,83,4.125,"[4, 6, 3, 6, 2, 6, 2, 3, 4, 4, 6, 6, 5, 3, 2, 4]",False
target_body__w4a4,tbody,84,3.1429,"[4, 1, 2, 1, 5, 4, 3, 3, 2, 6, 4, 5, 1, 3, 4, 3, 6, 2, 1, 3, 3]",False
target_body__w4a4,tbody,85,2.9565,"[1, 6, 4, 4, 3, 2, 4, 1, 2, 1, 1, 4, 3, 4, 3, 4, 3, 1, 2, 3, 4, 2, 6]",False
target_body__w4a4,tbody,86,2.3103,"[1, 1, 1, 6, 4, 1, 1, 2, 1, 2, 4, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3, 1, 3, 2, 2, 2, 1, 2, 5]",False
target_body__w4a4,tbody,87,2.9545,"[5, 6, 6, 6, 4, 3, 1, 1, 4, 1, 3, 3, 1, 1, 2, 2, 3, 4, 1, 3, 3, 2]",False
target_body__w4a4,tbody,88,1.9394,"[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 3, 1, 1, 1]",False
target_body__w4a4,tbody,89,3.9412,"[1, 4, 6, 3, 3, 6, 5, 5, 4, 3, 2, 4, 6, 4, 4, 3, 4]",False
target_body__w4a4,tbody,90,3.5556,"[3, 6, 4, 5, 4, 5, 4, 3, 2, 3, 3, 3, 4, 1, 3, 4, 2, 5]",False
target_body__w4a4,tbody,91,2.8696,"[1, 5, 2, 1, 4, 2, 5, 3, 3, 1, 2, 1, 6, 2, 2, 3, 5, 3, 2, 1, 3, 4, 5]",False
target_body__w4a4,tbody,92,2.3571,"[1, 2, 3, 3, 3, 3, 3, 1, 1, 4, 1, 1, 2, 2, 2, 1, 3, 3, 1, 2, 4, 4, 3, 1, 3, 3, 2, 4]",False
target_body__w4a4,tbody,93,3.5263,"[1, 4, 6, 4, 3, 3, 1, 2, 2, 4, 4, 6, 3, 5, 2, 2, 6, 3, 6]",False
target_body__w4a4,tbody,94,3.4211,"[3, 6, 4, 4, 5, 3, 3, 1, 3, 3, 4, 2, 1, 5, 3, 4, 4, 1, 6]",False
target_body__w4a4,tbody,95,2.64,"[3, 6, 2, 1, 4, 2, 4, 4, 4, 1, 1, 1, 1, 4, 4, 1, 2, 1, 4, 3, 3, 2, 3, 1, 4]",False
target_body__w4a4,tbody,96,3.4737,"[2, 5, 5, 4, 2, 3, 3, 2, 6, 3, 1, 5, 5, 4, 6, 3, 2, 2, 3]",False
target_body__w4a4,tbody,97,3.3,"[1, 5, 6, 3, 4, 2, 4, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2, 2, 3, 4]",False
target_body__w4a4,tbody,98,2.4615,"[3, 3, 2, 1, 2, 3, 2, 2, 1, 3, 2, 4, 4, 3, 3, 3, 5, 4, 2, 1, 1, 1, 3, 1, 3, 2]",False
target_body__w4a4,tbody,99,2.3704,"[1, 3, 1, 3, 1, 1, 3, 3, 3, 5, 3, 1, 4, 1, 1, 2, 3, 5, 2, 2, 5, 4, 1, 1, 1, 3, 1]",False
target_body__w4a4,tbody,100,2.4074,"[1, 2, 1, 3, 1, 3, 2, 4, 3, 1, 1, 1, 3, 1, 6, 5, 2, 1, 3, 4, 3, 3, 2, 1, 3, 2, 3]",False
