config,group,target_precision,draft_precision,prompt_id,mean_acceptance,acceptance_list,exact_match,n_new_tokens,n_cycles
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),89,1.5476,"[1, 1, 1, 2, 1, 3, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 5, 1, 1, 1, 1, 3, 1, 4, 1, 3, 2, 1, 2]",True,64,42
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),90,1.3913,"[1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 1]",True,64,46
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),91,1.3333,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3]",True,64,48
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),92,1.2549,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,51
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),93,1.5238,"[1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 3, 6, 1, 1, 2, 1, 3, 1, 1, 1, 1]",True,64,42
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),94,1.3095,"[1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1]",True,55,42
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),95,1.2075,"[1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",False,64,53
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),96,1.3913,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 4, 1, 1, 1, 1, 3, 1]",True,64,46
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),97,1.3617,"[1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",True,64,47
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),98,1.2308,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",True,64,52
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),99,1.5349,"[1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 2, 1, 2, 1, 4, 1, 5, 1, 1, 2, 1, 1, 1, 3]",True,64,43
DQ_first_only_W4A4,rot,FP16_rotated,fake_W4A4(first preR only),100,1.2075,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]",True,64,53
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),81,1.9394,"[2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),82,2.0,"[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,32
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),83,2.1667,"[3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, 2, 2]",True,64,30
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),84,1.9697,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),85,1.8286,"[1, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1]",True,64,35
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),86,1.9118,"[2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 3, 2, 1, 2]",True,64,34
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),87,1.9394,"[2, 2, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2, 3, 1, 1, 1, 2, 2, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),88,1.9118,"[1, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2]",True,64,34
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),89,2.1333,"[2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 3, 2, 2, 2, 3, 2, 2]",True,64,30
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),90,2.0625,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 4, 2, 2, 2, 2, 2, 3, 2, 3]",True,64,32
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),91,2.0312,"[1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2]",True,64,32
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),92,1.7778,"[2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2, 3, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1]",True,64,36
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),93,2.0645,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 4, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,31
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),94,1.8966,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1]",True,55,29
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),95,1.9394,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),96,1.9394,"[1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),97,1.9697,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",True,64,33
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),98,1.8824,"[2, 3, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 3, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",True,64,34
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),99,2.1333,"[1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2]",True,64,30
DQ_recurrent_only_W4A4,rot,FP16_rotated,fake_W4A4(recurrent preR only),100,1.8056,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2]",True,64,36
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),81,1.2308,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1]",True,64,52
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),82,1.3333,"[2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",True,64,48
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),83,1.4545,"[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1]",True,64,44
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),84,1.3617,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 3, 2, 2]",True,64,47
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),85,1.1636,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",True,64,55
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),86,1.3,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2]",True,64,50
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),87,1.1636,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",True,64,55
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),88,1.2308,"[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",True,64,52
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),89,1.3,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2]",True,64,50
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),90,1.3617,"[1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2]",True,64,47
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),91,1.2549,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]",True,64,51
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),92,1.1429,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",True,64,56
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),93,1.28,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",True,64,50
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),94,1.1957,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1]",True,55,46
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),95,1.1852,"[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1]",True,64,54
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),96,1.2308,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",True,64,52
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),97,1.2549,"[1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",True,64,51
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),98,1.1852,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",True,64,54
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),99,1.3542,"[1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2]",True,64,48
DQ_both_proj_W4A4,rot,FP16_rotated,fake_W4A4(both projections),100,1.1636,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",True,64,55
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),81,3.1905,"[3, 4, 3, 3, 1, 4, 2, 5, 5, 4, 4, 2, 2, 1, 4, 4, 1, 6, 3, 2, 4]",True,64,21
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),82,3.8824,"[4, 5, 2, 3, 4, 4, 3, 6, 4, 6, 2, 5, 6, 4, 2, 3, 3]",True,64,17
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),83,4.4667,"[6, 4, 3, 6, 6, 6, 4, 4, 4, 3, 4, 3, 6, 4, 4]",True,64,15
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),84,3.25,"[4, 2, 3, 4, 3, 4, 4, 2, 6, 4, 4, 3, 3, 2, 2, 4, 2, 4, 1, 4]",True,64,20
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),85,2.6667,"[1, 4, 2, 4, 2, 4, 4, 4, 1, 1, 5, 3, 4, 2, 2, 3, 3, 1, 3, 2, 2, 3, 2, 2]",True,64,24
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),86,2.8696,"[6, 4, 6, 3, 3, 4, 1, 4, 1, 2, 3, 4, 2, 3, 4, 1, 1, 1, 4, 3, 2, 1, 3]",True,64,23
DQ_ar_only_W4A4,rot,FP16_rotated,fake_W4A4(AR head only),87,3.25,"[3, 4, 5, 3, 5, 6, 3, 4, 6, 3, 3, 2, 3, 4, 1, 1, 2, 1, 2, 4]",True,64,20
